Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Citations,Article URL
Developmental Science,24, 5,2021,I know better! Emerging metacognition allows adolescents to ignore false advice,"Madeleine E. Moses-Payne, Johanna Habicht, Aislinn Bowler, Nikolaus Steinbeis, Tobias U. Hauser",UCL Institute of Cognitive Neuroscience University College London London UK; Max Planck UCL Centre for Computational Psychiatry and Ageing Research London UK; Wellcome Centre for Human Neuroimaging University College London London UK; Max Planck UCL Centre for Computational Psychiatry and Ageing Research London UK; Wellcome Centre for Human Neuroimaging University College London London UK; Division of Psychology and Language Sciences University College London London UK; Max Planck UCL Centre for Computational Psychiatry and Ageing Research London UK; Wellcome Centre for Human Neuroimaging University College London London UK,N/A,PAPERS,https://doi.org/10.1111/desc.13101,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13101,11,https://onlinelibrary.wiley.com/doi/10.1111/desc.13101
Developmental Science,24, 5,2021,Communication changes when infants begin to walk,"Kelsey L. West, Jana M. Iverson",Department of Psychology New York University New York NY USA; Department of Psychology University of Pittsburgh Pittsburgh PA USA,N/A,PAPERS,https://doi.org/10.1111/desc.13102,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13102,31,https://onlinelibrary.wiley.com/doi/10.1111/desc.13102
Developmental Science,24, 5,2021,Bouncing the network: A dynamical systems model of auditory–vestibular interactions underlying infants’ perception of musical rhythm,"Parker Tichko, Ji Chul Kim, Edward W. Large","Department of Music Northeastern University Boston MA USA; Department of Psychological Sciences Perception, Action, Cognition (PAC) Division University of Connecticut Storrs CT USA; Department of Psychological Sciences Perception, Action, Cognition (PAC) Division University of Connecticut Storrs CT USA; Department of Psychological Sciences Center for the Ecological Study of Perception & Action (CESPA) University of Connecticut Storrs CT USA; Department of Physics University of Connecticut Storrs CT USA",N/A,PAPERS,https://doi.org/10.1111/desc.13103,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13103,13,https://onlinelibrary.wiley.com/doi/10.1111/desc.13103
Developmental Science,24, 5,2021,The use of attention to maintain information in working memory: A developmental investigation of spontaneous refreshing in school-aged children,"Evie Vergauwe, Vincent Besch, Caren Latrèche, Naomi Langerock",Faculté de Psychologie et des Sciences de l’Education Université de Genève Genève Switzerland; Faculté de Psychologie et des Sciences de l’Education Université de Genève Genève Switzerland; Faculté de Psychologie et des Sciences de l’Education Université de Genève Genève Switzerland; Faculté de Psychologie et des Sciences de l’Education Université de Genève Genève Switzerland,N/A,PAPERS,https://doi.org/10.1111/desc.13104,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13104,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13104
Developmental Science,24, 5,2021,Making the process of strategy choice visible: Inhibition and motor demands impact preschoolers’ real-time problem solving,"Aaron DeMasi, Sarah E. Berger","Department of Psychology, The Graduate Center The City University of New York New York New York USA; Department of Psychology, The Graduate Center The City University of New York New York New York USA; The College of Staten Island City University of New York New York USA",N/A,PAPERS,https://doi.org/10.1111/desc.13106,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13106,3,https://onlinelibrary.wiley.com/doi/10.1111/desc.13106
Developmental Science,24, 5,2021,Potentiated perceptual neural responses to learned threat during Pavlovian fear acquisition and extinction in adolescents,"Samantha R. Linton, Liat Levita",Department of Psychology University of Sheffield Sheffield UK; Department of Psychology University of Sheffield Sheffield UK,N/A,PAPERS,https://doi.org/10.1111/desc.13107,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13107,2,https://onlinelibrary.wiley.com/doi/10.1111/desc.13107
Developmental Science,24, 5,2021,Using environmental nudges to reduce academic cheating in young children,"Li Zhao, Yi Zheng, Haiying Mao, Jiaxin Zheng, Brian J. Compton, Genyue Fu, Gail D. Heyman, Kang Lee","Department of Psychology, School of Education Hangzhou Normal University Hangzhou PR China; Institutes of Psychological Sciences, School of Education Hangzhou Normal University Hangzhou PR China; Institutes of Psychological Sciences, School of Education Hangzhou Normal University Hangzhou PR China; Department of Psychology, School of Education Hangzhou Normal University Hangzhou PR China; Department of Psychology, School of Education Hangzhou Normal University Hangzhou PR China; Department of Psychology University of California San Diego San Diego USA; Department of Psychology, School of Education Hangzhou Normal University Hangzhou PR China; Department of Psychology University of California San Diego San Diego USA; Dr. Eric Jackman Institute of Child Study University of Toronto Toronto Canada",N/A,PAPERS,https://doi.org/10.1111/desc.13108,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13108,9,https://onlinelibrary.wiley.com/doi/10.1111/desc.13108
Developmental Science,24, 5,2021,Language and socioemotional development in early childhood: The role of conversational turns,"Esteban Gómez, Katherine Strasser",Fundación América por la Infancia Santiago Chile; School of Psychology Pontificia Universidad Católica de Chile Santiago Chile,N/A,PAPERS,https://doi.org/10.1111/desc.13109,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13109,9,https://onlinelibrary.wiley.com/doi/10.1111/desc.13109
Developmental Science,24, 5,2021,The duration of intrauterine development influences discrimination of speech prosody in infants,"Johanna Alexopoulos, Vito Giordano, Charlotte Janda, Silvia Benavides-Varela, Rainer Seidl, Stephan Doering, Angelika Berger, Lisa Bartha-Doering",Department of Psychoanalysis and Psychotherapy Medical University of Vienna Vienna Austria; Department of Pediatrics and Adolescent Medicine Comprehensive Center for Pediatrics Medical University of Vienna Vienna Austria; Department of Pediatrics and Adolescent Medicine Comprehensive Center for Pediatrics Medical University of Vienna Vienna Austria; Department of Pediatrics and Adolescent Medicine Comprehensive Center for Pediatrics Medical University of Vienna Vienna Austria; Department of Developmental Psychology and Socialization University of Padova Padova Italy; Department of Pediatrics and Adolescent Medicine Comprehensive Center for Pediatrics Medical University of Vienna Vienna Austria; Department of Psychoanalysis and Psychotherapy Medical University of Vienna Vienna Austria; Department of Pediatrics and Adolescent Medicine Comprehensive Center for Pediatrics Medical University of Vienna Vienna Austria; Department of Pediatrics and Adolescent Medicine Comprehensive Center for Pediatrics Medical University of Vienna Vienna Austria,N/A,PAPERS,https://doi.org/10.1111/desc.13110,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13110,8,https://onlinelibrary.wiley.com/doi/10.1111/desc.13110
Developmental Science,24, 5,2021,Does sticky mittens training facilitate reaching and grasping development?,"Linda van den Berg, Gustaf Gredebäck",Department of Psychology Uppsala University Uppsala Sweden; Department of Psychology Uppsala University Uppsala Sweden,N/A,INVITED RESPONSE,https://doi.org/10.1111/desc.13087,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13087,1,https://onlinelibrary.wiley.com/doi/10.1111/desc.13087
Developmental Science,24, 5,2021,"Early childhood poverty and adult executive functioning: Distinct, mediating pathways for different domains of executive functioning","Gary W. Evans, Martha J. Farah, Daniel A. Hackman",Departments of Design & Environmental Analysis and of Human Development Cornell University Ithaca NY USA; Department of Psychology University of Pennsylvania Philadelphia PA USA; USC Suzanne Dworak-Peck School of Social Work University of Southern California Los Angeles CA USA,N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13084,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13084,20,https://onlinelibrary.wiley.com/doi/10.1111/desc.13084
Developmental Science,24, 5,2021,All contexts are not created equal: Social stimuli win the competition for organizing reinforcement learning in 9-month-old infants,"Denise M. Werchan, Dima Amso",Department of Population Health New York University School of Medicine New York NY USA; Department of Psychology Columbia University New York NY USA,N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13088,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13088,8,https://onlinelibrary.wiley.com/doi/10.1111/desc.13088
Developmental Science,24, 5,2021,No links between genetic variation and developing theory of mind: A preregistered replication attempt of candidate gene studies,"Timm Opitz, Tobias Schuwerk, Markus Paulus, Daniela Kloo, Christopher Osterhaus, Klaus-Peter Lesch, Beate Sodian",Max Planck Institute for Innovation and Competition Munich Germany; Department of Economics Ludwig-Maximilians-Universität Munich Germany; Department of Psychology Ludwig-Maximilians-Universität Munich Germany; Department of Psychology Ludwig-Maximilians-Universität Munich Germany; Department of Psychology Ludwig-Maximilians-Universität Munich Germany; Department of Psychology Ludwig-Maximilians-Universität Munich Germany; Division of Molecular Psychiatry Center of Mental Health University of Wuerzburg Wuerzburg Germany; Laboratory of Psychiatric Neurobiology Institute of Molecular Medicine IM. Sechenov First Moscow State Medical University Moscow Russia; Department of Psychiatry and Neuropsychology School for Mental Health and Neuroscience (MHeNS) Maastricht University Maastricht The Netherlands; Department of Psychology Ludwig-Maximilians-Universität Munich Germany,N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13100,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13100,2,https://onlinelibrary.wiley.com/doi/10.1111/desc.13100
Developmental Science,24, 5,2021,Associative memory persistence in 3- to 5-year-olds,"Natalie M. Saragosa-Harris, Alexandra O. Cohen, Xinxu Shen, Haniyyah Sardar, Cristina M. Alberini, Catherine A. Hartley",Department of Psychology New York University New York NY USA; Department of Psychology University of California Los Angeles Los Angeles CA USA; Department of Psychology New York University New York NY USA; Department of Psychology New York University New York NY USA; Department of Psychology Temple University Philadelphia PA USA; Department of Psychology New York University New York NY USA; Center for Neural Science New York University New York NY USA; Department of Psychology New York University New York NY USA; Center for Neural Science New York University New York NY USA,N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13105,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13105,7,https://onlinelibrary.wiley.com/doi/10.1111/desc.13105
Developmental Science,24, 6,2021,Issue Information,,N/A,N/A,ISSUE INFORMATION,https://doi.org/10.1111/desc.12996,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.12996,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.12996
Developmental Science,24, 6,2021,"Neural substrates of the executive function construct, age-related changes, and task materials in adolescents and adults: ALE meta-analyses of 408 fMRI studies","Zheng Zhang, Peng Peng, Simon B. Eickhoff, Xin Lin, Delong Zhang, Yingying Wang","Department of Special Education The University of Texas at Austin Austin Texas USA; Department of Special Education The University of Texas at Austin Austin Texas USA; Medical Faculty Institute of Systems Neuroscience Heinrich-Heine University Düsseldorf Düsseldorf Germany; Brain & Behaviour (INM-7) Institute of Neuroscience and Medicine Research Centre Jülich Jülich Germany; Department of Special Education The University of Texas at Austin Austin Texas USA; School of Psychology Center for the Study of Applied Psychology Key Laboratory of Mental Health and Cognitive Science of Guangdong Province South China Normal University Guangzhou PR China; Department of Special Education and Communication Disorders Neuroimaging for Language, Literacy, and Learning College of Education and Human Science University of Nebraska-Lincoln Lincoln Nebraska USA",N/A,PAPERS,https://doi.org/10.1111/desc.13111,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13111,8,https://onlinelibrary.wiley.com/doi/10.1111/desc.13111
Developmental Science,24, 6,2021,Does rhythmic priming improve grammatical processing in Hungarian-speaking children with and without developmental language disorder?,"Enikő Ladányi, Ágnes Lukács, Judit Gervain","Integrative Neuroscience and Cognition Center (UMR8002), CNRS Paris France; Integrative Neuroscience and Cognition Center (UMR8002) Université de Paris Paris France; Department of Otolaryngology—Head & Neck Surgery Vanderbilt University Medical Center Nashville Tennessee USA; Department of Cognitive Science Budapest University of Technology and Economics Budapest Hungary; MTA-BME Momentum Language Acquisition Research Group, Eötvös Loránd Research Network (ELKH) Budapest Hungary; Integrative Neuroscience and Cognition Center (UMR8002), CNRS Paris France; Integrative Neuroscience and Cognition Center (UMR8002) Université de Paris Paris France; Department of Developmental Psychology and Socialization University of Padua Padua Italy",N/A,PAPERS,https://doi.org/10.1111/desc.13112,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13112,3,https://onlinelibrary.wiley.com/doi/10.1111/desc.13112
Developmental Science,24, 6,2021,Promoting mother-infant relationships and underlying neural correlates: Results from a randomized controlled trial of a home-visiting program for adolescent mothers in Brazil,"Fernanda Speggiorin Pereira Alarcão, Elizabeth Shephard, Daniel Fatori, Renata Amável, Anna Chiesa, Lislaine Fracolli, Alicia Matijasevich, Helena Brentani, Charles A. Nelson, James Leckman, Eurípedes Constantino Miguel, Guilherme V. Polanczyk","Department of Psychiatry Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil; Department of Psychiatry Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil; Institute of Psychiatry Psychology & Neuroscience King's College London London UK; Department of Psychiatry Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil; Department of Psychiatry Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil; School of Nursing Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo Brazil; School of Nursing Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo Brazil; Department of Preventive Medicine Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil; Department of Psychiatry Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil; Laboratories of Cognitive Neuroscience Division of Developmental Medicine Boston Children's Hospital Harvard Medical School Boston USA; Harvard Graduate School of Education Harvard University Boston USA; Yale Child Study Center Yale University School of Medicine New Haven USA; Department of Psychiatry Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil; Department of Psychiatry Faculdade de Medicina FMUSP, Universidade de São Paulo São Paulo SP Brazil",N/A,PAPERS,https://doi.org/10.1111/desc.13113,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13113,2,https://onlinelibrary.wiley.com/doi/10.1111/desc.13113
Developmental Science,24, 6,2021,Transgender and cisgender children's essentialist beliefs about sex and gender identity,"Selin Gülgöz, Daniel J. Alonso, Kristina R. Olson, Susan A. Gelman","Department of Psychology Fordham University New York New York USA; Department of Psychology University of Washington Seattle, Washington USA; Department of Psychology Fordham University New York New York USA; Department of Psychology University of Washington Seattle, Washington USA; Department of Psychology University of Washington Seattle, Washington USA; Department of Psychology Princeton University Princeton New Jersey USA; Department of Psychology University of Michigan Ann Arbor Michigan USA",N/A,PAPERS,https://doi.org/10.1111/desc.13115,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13115,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13115
Developmental Science,24, 6,2021,"Representing agents, patients, goals and instruments in causative events: A cross-linguistic investigation of early language and cognition","Ercenur Ünal, Catherine Richards, John C. Trueswell, Anna Papafragou",Department of Psychology Ozyegin University Istanbul Turkey; Department of Psychological and Brain Sciences University of Delaware Newark Delaware USA; Department of Psychological and Brain Sciences University of Delaware Newark Delaware USA; Department of Psychology University of Pennsylvania Philadelphia Pennsylvania USA; Department of Psychological and Brain Sciences University of Delaware Newark Delaware USA; Department of Linguistics University of Pennsylvania Philadelphia Pennsylvania USA,N/A,PAPERS,https://doi.org/10.1111/desc.13116,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13116,5,https://onlinelibrary.wiley.com/doi/10.1111/desc.13116
Developmental Science,24, 6,2021,Infants recognize words spoken through opaque masks but not through clear masks,"Leher Singh, Agnes Tan, Paul C. Quinn",Department of Psychology National University of Singapore Singapore; Department of Psychology National University of Singapore Singapore; Department of Psychological and Brain Sciences University of Delaware Newark Delaware USA,N/A,PAPERS,https://doi.org/10.1111/desc.13117,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13117,16,https://onlinelibrary.wiley.com/doi/10.1111/desc.13117
Developmental Science,24, 6,2021,"Vigilant or avoidant? Children's temperamental shyness, patterns of gaze, and physiology during social threat","Kristie L. Poole, Louis A. Schmidt","Department of Psychology, Neuroscience & Behaviour McMaster University Hamilton Ontario Canada; Department of Psychology, Neuroscience & Behaviour McMaster University Hamilton Ontario Canada",N/A,PAPERS,https://doi.org/10.1111/desc.13118,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13118,6,https://onlinelibrary.wiley.com/doi/10.1111/desc.13118
Developmental Science,24, 6,2021,White matter microstructure in trauma-exposed children: Associations with pubertal stage,"Negar Fani, Anais F. Stenson, Sanne J. H. van Rooij, Dominique L. La Barrie, Tanja Jovanovic",Department of Psychiatry and Behavioral Sciences Emory University School of Medicine Atlanta Georgia USA; Wayne State University Detroit Michigan USA; Department of Psychiatry and Behavioral Sciences Emory University School of Medicine Atlanta Georgia USA; Department of Psychology University of Georgia Athens Georgia USA; Wayne State University Detroit Michigan USA,N/A,PAPERS,https://doi.org/10.1111/desc.13120,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13120,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13120
Developmental Science,24, 6,2021,Developmental changes in auditory-evoked neural activity underlie infants’ links between language and cognition,"Kali Woodruff Carr, Danielle R. Perszyk, Elizabeth S. Norton, Joel L. Voss, David Poeppel, Sandra R. Waxman","Department of Psychology Northwestern University Evanston Illinois USA; Department of Communication Sciences and Disorders Northwestern University Evanston Illinois USA; Department of Psychology Northwestern University Evanston Illinois USA; Department of Communication Sciences and Disorders Northwestern University Evanston Illinois USA; Institute for Innovations in Developmental Sciences Northwestern University Chicago Illinois USA; Institute for Innovations in Developmental Sciences Northwestern University Chicago Illinois USA; Department of Medical Social Sciences Ken and Ruth Davee Department of Neurology Department of Psychiatry and Behavioral Sciences Interdepartmental Neuroscience Program, Feinberg School of Medicine Northwestern University Chicago Illinois USA; Department of Neuroscience Max Planck Institute for Empirical Aesthetics Frankfurt am Main Germany; Department of Psychology and Center for Neural Science New York University New York New York USA; Department of Psychology Northwestern University Evanston Illinois USA; Institute for Innovations in Developmental Sciences Northwestern University Chicago Illinois USA; Institute for Policy Research Northwestern University Evanston Illinois USA",N/A,PAPERS,https://doi.org/10.1111/desc.13121,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13121,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13121
Developmental Science,24, 6,2021,Everyday music in infancy,"Jennifer K. Mendoza, Caitlin M. Fausey",Department of Psychology University of Oregon Eugene Oregon USA; Department of Psychology University of Oregon Eugene Oregon USA,N/A,PAPERS,https://doi.org/10.1111/desc.13122,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13122,19,https://onlinelibrary.wiley.com/doi/10.1111/desc.13122
Developmental Science,24, 6,2021,Speechreading in hearing children can be improved by training,"Elizabeth Buchanan-Worster, Charles Hulme, Rachel Dennan, Mairéad MacSweeney","Institute of Cognitive Neuroscience University College London London UK; Deafness, Cognition and Language Research Centre University College London London UK; Department of Education Oxford University Oxford Oxfordshire UK; Institute of Cognitive Neuroscience University College London London UK; Institute of Cognitive Neuroscience University College London London UK; Deafness, Cognition and Language Research Centre University College London London UK",N/A,PAPERS,https://doi.org/10.1111/desc.13124,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13124,1,https://onlinelibrary.wiley.com/doi/10.1111/desc.13124
Developmental Science,24, 6,2021,Associations between brain and behavioral processing of facial expressions of emotion and sensory reactivity in young children,"Chris L. Porter, Cortney A. Evans-Stout, Peter J. Reschke, Larry J. Nelson, Daniel C. Hyde",School of Family Life/Neuroscience Center Brigham Young University Utah USA; School of Family Life/Neuroscience Center Brigham Young University Utah USA; School of Family Life/Neuroscience Center Brigham Young University Utah USA; School of Family Life/Neuroscience Center Brigham Young University Utah USA; Department of Psychology University of Illinois at Urbana-Champaign Illinois USA,N/A,PAPERS,https://doi.org/10.1111/desc.13134,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13134,5,https://onlinelibrary.wiley.com/doi/10.1111/desc.13134
Developmental Science,24, 6,2021,"Socioeconomic status, home mathematics environment and math achievement in kindergarten: A mediation analysis","David Muñez, Rebecca Bull, Kerry Lee","Centre for Research in Child Development National Institute of Education Nanyang Technological University Singapore; Macquarie School of Education Macquarie University, Sydney Australia; Department of Early Childhood Education The University of Education Hong Kong Hong Kong",N/A,PAPERS,https://doi.org/10.1111/desc.13135,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13135,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13135
Developmental Science,24, 6,2021,"Sensitivity, but to which environment? Individual differences in sensitivity to parents and peers show domain-specific patterns and a negative genetic correlation","Noam Markovitch, Ariel Knafo-Noam",Department of Psychology The Hebrew University of Jerusalem Mount Scopus Jerusalem Israel; Department of Psychology The Hebrew University of Jerusalem Mount Scopus Jerusalem Israel,N/A,PAPERS,https://doi.org/10.1111/desc.13136,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13136,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13136
Developmental Science,24, 6,2021,Predicting their past: Machine language learning can discriminate the brains of chimpanzees with different early-life social rearing experiences,"Allyson J. Bennett, Peter J. Pierre, Michael J. Wesley, Robert Latzman, Steven J. Schapiro, Mary Catherine Mareno, Brenda J. Bradley, Chet C. Sherwood, Michele M. Mullholland, William D. Hopkins",Psychology Department University of Wisconsin Madison Wisconsin USA; Wisconsin National Primate Research Center Madison Wisconsin USA; Department of Behavioral Science University of Kentucky College of Medicine Lexington Kentucky USA; Department of Psychology Georgia State University Atlanta Georgia USA; Department of Comparative Medicine The University of Texas M. D. Anderson Cancer Center Bastrop Texas USA; Department of Experimental Medicine University of Copenhagen Copenhagen Denmark; Department of Comparative Medicine The University of Texas M. D. Anderson Cancer Center Bastrop Texas USA; Center for the Advanced Study of Human Paleobiology Department of Anthropology The George Washington University Washington District of Columbia USA; Center for the Advanced Study of Human Paleobiology Department of Anthropology The George Washington University Washington District of Columbia USA; Department of Comparative Medicine The University of Texas M. D. Anderson Cancer Center Bastrop Texas USA; Center for Behavioral Neuroscience Georgia State University Atlanta Georgia USA; Department of Comparative Medicine The University of Texas M. D. Anderson Cancer Center Bastrop Texas USA,N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13114,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13114,6,https://onlinelibrary.wiley.com/doi/10.1111/desc.13114
Developmental Science,24, 6,2021,Neural representational similarity between symbolic and non-symbolic quantities predicts arithmetic skills in childhood but not adolescence,"Flora Schwartz, Yuan Zhang, Hyesang Chang, Shelby Karraker, Julia Boram Kang, Vinod Menon",Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine Stanford California USA; Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine Stanford California USA; Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine Stanford California USA; Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine Stanford California USA; Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine Stanford California USA; Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine Stanford California USA; Department of Neurology and Neurological Sciences Stanford University School of Medicine Stanford California USA; Stanford Neuroscience Institute Stanford University School of Medicine Stanford California USA; Symbolic Systems Program Stanford University School of Medicine Stanford California USA,N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13123,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13123,6,https://onlinelibrary.wiley.com/doi/10.1111/desc.13123
Developmental Science,24, 6,2021,Multiword units lead to errors of commission in children's spontaneous production: “What corpus data can tell us?*”,"Stewart M. McCauley, Colin Bannard, Anna Theakston, Michelle Davis, Thea Cameron-Faulkner, Ben Ambridge","Department of Communication Sciences and Disorders University of Iowa Iowa City Iowa USA; Department of Psychological Sciences University of Liverpool, Liverpool, Merseyside United Kingdom of Great Britain and Northern Ireland; Department of Communication Sciences and Disorders University of Iowa Iowa City Iowa USA; Division of Human Communication, Development & Hearing University of Manchester, Manchester Manchester UK; Linguistics and English Language University of Manchester, Manchester Manchester UK; Department of Psychological Sciences University of Liverpool, Liverpool, Merseyside United Kingdom of Great Britain and Northern Ireland",N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13125,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13125,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13125
Developmental Science,24, 6,2021,Revisiting brain rewiring and plasticity in children born without corpus callosum,"Vanessa Siffredi, Maria G. Preti, Silvia Obertino, Richard J. Leventer, Amanda G. Wood, Alissandra McIlroy, Vicki Anderson, Megan M. Spencer-Smith, Dimitri Van De Ville","Medical Image Processing Lab, Institute of Bioengineering, Center for Neuroprosthetics Ecole Polytechnique Fédérale de Lausanne Lausanne, VD Switzerland; Department of Radiology and Medical Informatics, Faculty of Medicine University of Geneva, Geneva Geneva Switzerland; Brain and Mind Research, Clinical Sciences Murdoch Children's Research Institute Melbourne Australia; Division of Development and Growth, Department of Paediatrics, Faculty of Medicine University of Geneva, Geneva Geneva Switzerland; Medical Image Processing Lab, Institute of Bioengineering, Center for Neuroprosthetics Ecole Polytechnique Fédérale de Lausanne Lausanne, VD Switzerland; Department of Radiology and Medical Informatics, Faculty of Medicine University of Geneva, Geneva Geneva Switzerland; CIBM Center for Biomedical Imaging Switzerland; Medical Image Processing Lab, Institute of Bioengineering, Center for Neuroprosthetics Ecole Polytechnique Fédérale de Lausanne Lausanne, VD Switzerland; Department of Radiology and Medical Informatics, Faculty of Medicine University of Geneva, Geneva Geneva Switzerland; Department of Paediatrics University of Melbourne Melbourne Australia; Department of Neurology Royal Children's Hospital Melbourne Australia; Neuroscience Research, Clinical Sciences Murdoch Children's Research Institute Melbourne Australia; Brain and Mind Research, Clinical Sciences Murdoch Children's Research Institute Melbourne Australia; School of Life and Health Sciences & Aston Neuroscience Institute Aston University Birmingham UK; School of Psychology, Faculty of Health, Melbourne Burwood Campus Deakin University Geelong Victoria Australia; Brain and Mind Research, Clinical Sciences Murdoch Children's Research Institute Melbourne Australia; Brain and Mind Research, Clinical Sciences Murdoch Children's Research Institute Melbourne Australia; Neuroscience Research, Clinical Sciences Murdoch Children's Research Institute Melbourne Australia; School of Psychological Sciences University of Melbourne Melbourne Australia; Department of Psychology Royal Children's Hospital Melbourne Australia; Brain and Mind Research, Clinical Sciences Murdoch Children's Research Institute Melbourne Australia; Turner Institute for Brain and Mental Health, School of Psychological Sciences Monash University Melbourne Australia; Medical Image Processing Lab, Institute of Bioengineering, Center for Neuroprosthetics Ecole Polytechnique Fédérale de Lausanne Lausanne, VD Switzerland; Department of Radiology and Medical Informatics, Faculty of Medicine University of Geneva, Geneva Geneva Switzerland; CIBM Center for Biomedical Imaging Switzerland",N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13126,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13126,4,https://onlinelibrary.wiley.com/doi/10.1111/desc.13126
Developmental Science,24, 6,2021,Adaptation in the face of adversity: Decrements and enhancements in children's cognitive control behavior following early caregiving instability,"Andrea Fields, Paul A. Bloom, Michelle VanTieghem, Chelsea Harmon, Tricia Choy, Nicolas L. Camacho, Lisa Gibson, Rebecca Umbach, Charlotte Heleniak, Nim Tottenham",Department of Psychology Columbia University New York USA; Department of Psychology Columbia University New York USA; Department of Psychology Columbia University New York USA; Department of Psychology Columbia University New York USA; Graduate School of Education University of California Riverside California USA; Department of Psychology & Neuroscience Duke University North Carolina USA; Department of Psychology Columbia University New York USA; Department of Psychology Columbia University New York USA; Department of Psychology Columbia University New York USA; Department of Psychology Columbia University New York USA,N/A,SHORT REPORTS,https://doi.org/10.1111/desc.13133,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13133,21,https://onlinelibrary.wiley.com/doi/10.1111/desc.13133
Developmental Science,25, 1,2022,"Front Cover: Cover Image, Volume 25, Issue 1","Grégoire Boulinguez-Ambroise, Emmanuelle Pouydebat, Éloïse Disarbois, Adrien Meguerditchian",N/A,N/A,COVER IMAGE,https://doi.org/10.1111/desc.13201,https://onlinelibrary.wiley.com/doi/epdf/10.1111/desc.13201,N/A,https://onlinelibrary.wiley.com/doi/10.1111/desc.13201
