Title,DOI,Publication Year,Authors,Article Type,Journal Title,Volume,Issue,Citation Count
Partitioning the sources of recognition confidence: The role of individual differences,https://doi.org/10.3758/s13423-019-01586-w,2019,"['Kantner, Justin', 'Dobbins, Ian G.']",Brief Report,Psychonomic Bulletin & Review,26,4,18
Reply to Duffy and Smith’s (2018) reexamination,https://doi.org/10.3758/s13423-019-01592-y,2019,"['Crawford, L. Elizabeth']",Article,Psychonomic Bulletin & Review,26,2,9
A psychometrics of individual differences in experimental tasks,https://doi.org/10.3758/s13423-018-1558-y,2019,"['Rouder, Jeffrey N.', 'Haaf, Julia M.']",Theoretical Review,Psychonomic Bulletin & Review,26,2,165
Investigating the role of exogenous cueing on selection history formation,https://doi.org/10.3758/s13423-019-01591-z,2019,"['Grubb, Michael A.', 'Christensen, Gabriela', 'Albanese, John']",Registered Report & Replication,Psychonomic Bulletin & Review,26,4,N/A
A reinforcement learning diffusion decision model for value-based decisions,https://doi.org/10.3758/s13423-018-1554-2,2019,"['Fontanesi, Laura', 'Gluth, Sebastian', 'Spektor, Mikhail S.', 'Rieskamp, Jörg']",Theoretical Review,Psychonomic Bulletin & Review,26,4,86
The fidelity of visual and auditory memory,https://doi.org/10.3758/s13423-019-01597-7,2019,"['Gloede, Michele E.', 'Gregg, Melissa K.']",Article,Psychonomic Bulletin & Review,26,4,20
Conditions of highly specific learning through cued recall,https://doi.org/10.3758/s13423-019-01593-x,2019,"['Pan, Steven C.', 'Lovelett, Jarrett', 'Stoeckenius, Derek', 'Rickard, Timothy C.']",Article,Psychonomic Bulletin & Review,26,2,9
The motor system’s [modest] contribution to speech perception,https://doi.org/10.3758/s13423-019-01580-2,2019,"['Stokes, Ryan C.', 'Venezia, Jonathan H.', 'Hickok, Gregory']",Article,Psychonomic Bulletin & Review,26,4,25
Idioms show effects of meaning relatedness and dominance similar to those seen for ambiguous words,https://doi.org/10.3758/s13423-019-01589-7,2019,"['Milburn, Evelyn', 'Warren, Tessa']",Brief Report,Psychonomic Bulletin & Review,26,2,13
Reward supports flexible orienting of attention to category information and influences subsequent memory,https://doi.org/10.3758/s13423-019-01595-9,2019,"['Poh, Jia-Hou', 'Massar, Stijn A. A.', 'Jamaluddin, S. Azrin', 'Chee, Michael W. L.']",Brief Report,Psychonomic Bulletin & Review,26,2,5
Relevance-based processing: Little role for task-relevant expectations,https://doi.org/10.3758/s13423-019-01600-1,2019,"['Tapal, Adam', 'Yeshurun, Yaffa', 'Eitam, Baruch']",Brief Report,Psychonomic Bulletin & Review,26,4,2
Further investigations of how rare disaster information affects risk taking: A registered replication report,https://doi.org/10.3758/s13423-019-01594-w,2019,"['Liang, Garston', 'Newell, Ben', 'Rakow, Tim', 'Yechiam, Eldad']",Brief Report,Psychonomic Bulletin & Review,26,4,6
When immediate losses are followed by delayed gains: Additive hyperboloid discounting models,https://doi.org/10.3758/s13423-019-01599-5,2019,"['Estle, Sara J.', 'Green, Leonard', 'Myerson, Joel']",Brief Report,Psychonomic Bulletin & Review,26,4,8
Is working memory capacity a causal factor in fluid intelligence?,https://doi.org/10.3758/s13423-019-01606-9,2019,"['Burgoyne, Alexander P.', 'Hambrick, David Z.', 'Altmann, Erik M.']",Brief Report,Psychonomic Bulletin & Review,26,4,19
Grammatical gender processing in bilinguals: An analytic review,https://doi.org/10.3758/s13423-019-01596-8,2019,"['Sá-Leite, Ana Rita', 'Fraga, Isabel', 'Comesaña, Montserrat']",Theoretical Review,Psychonomic Bulletin & Review,26,4,28
Slowhand: Does time perception change in peri-hand space?,https://doi.org/10.3758/s13423-019-01609-6,2019,"['Aday, Jacob S.', 'Davoli, Christopher C.', 'Bloesch, Emily K.']",Brief Report,Psychonomic Bulletin & Review,26,4,3
Emotional reactivity and interoceptive sensitivity: Exploring the role of age,https://doi.org/10.3758/s13423-019-01603-y,2019,"['Mikkelsen, Mai Bjørnskov', 'O’Toole, Mia Skytte', 'Lyby, Marlene Skovgaard', 'Wallot, Sebastian', 'Mehlsen, Mimi']",Brief Report,Psychonomic Bulletin & Review,26,4,12
Predicting attention shifting abilities from self-reported media multitasking,https://doi.org/10.3758/s13423-018-01566-6,2019,"['Elbe, Pia', 'Sörman, Daniel Eriksson', 'Mellqvist, Elin', 'Brändström, Julia', 'Ljungberg, Jessica K.']",Article,Psychonomic Bulletin & Review,26,4,17
Sensorimotor influences on speech perception in pre-babbling infants: Replication and extension of Bruderer et al. (2015),https://doi.org/10.3758/s13423-019-01601-0,2019,"['Choi, Dawoon', 'Bruderer, Alison G.', 'Werker, Janet F.']",Brief Report,Psychonomic Bulletin & Review,26,4,21
Virtual reality in episodic memory research: A review,https://doi.org/10.3758/s13423-019-01605-w,2019,"['Smith, S. Adam']",Theoretical Review,Psychonomic Bulletin & Review,26,4,97
The functional arrangement of objects biases gaze direction,https://doi.org/10.3758/s13423-019-01607-8,2019,"['Clement, Andrew', 'O’Donnell, Ryan E.', 'Brockmole, James R.']",Brief Report,Psychonomic Bulletin & Review,26,4,3
A meta-analysis of the size-weight and material-weight illusions,https://doi.org/10.3758/s13423-019-01604-x,2019,"['Saccone, Elizabeth J.', 'Landry, Oriane', 'Chouinard, Philippe A.']",Theoretical Review,Psychonomic Bulletin & Review,26,4,15
Multiple states in visual working memory: Evidence from oculomotor capture by memory-matching distractors,https://doi.org/10.3758/s13423-019-01608-7,2019,"['Beck, Valerie M.', 'Vickery, Timothy J.']",Article,Psychonomic Bulletin & Review,26,4,8
The role of prior knowledge and curiosity in learning,https://doi.org/10.3758/s13423-019-01598-6,2019,"['Wade, Shirlene', 'Kidd, Celeste']",Brief Report,Psychonomic Bulletin & Review,26,4,92
A review of computational models of basic rule learning: The neural-symbolic debate and beyond,https://doi.org/10.3758/s13423-019-01602-z,2019,"['Alhama, Raquel G.', 'Zuidema, Willem']",Theoretical Review,Psychonomic Bulletin & Review,26,4,10
Hidden from view: Statistical learning exposes latent attentional capture,https://doi.org/10.3758/s13423-019-01618-5,2019,"['Hilchey, Matthew D.', 'Pratt, Jay']",Brief Report,Psychonomic Bulletin & Review,26,5,N/A
The dual-task practice advantage: Empirical evidence and cognitive mechanisms,https://doi.org/10.3758/s13423-019-01619-4,2020,"['Strobach, Tilo']",Theoretical Review,Psychonomic Bulletin & Review,27,1,38
Prolonged subjective duration near the hands: Effects of hand proximity on temporal reproduction,https://doi.org/10.3758/s13423-019-01614-9,2019,"['Qi, Yue', 'Wang, Xiaotao', 'He, Xiaosong', 'Du, Feng']",Brief Report,Psychonomic Bulletin & Review,26,4,2
Techniques for scaffolding retrieval practice: The costs and benefits of adaptive versus diminishing cues,https://doi.org/10.3758/s13423-019-01617-6,2019,"['Fiechter, Joshua L.', 'Benjamin, Aaron S.']",Article,Psychonomic Bulletin & Review,26,5,8
Attentional capture is contingent on scene region: Using surface guidance framework to explore attentional mechanisms during search,https://doi.org/10.3758/s13423-019-01610-z,2019,"['Pereira, Effie J.', 'Castelhano, Monica S.']",Brief Report,Psychonomic Bulletin & Review,26,4,20
Age-related differences in the attentional white bear,https://doi.org/10.3758/s13423-019-01622-9,2019,"['Ashinoff, Brandon K.', 'Tsal, Yehoshua', 'Mevorach, Carmel']",Article,Psychonomic Bulletin & Review,26,6,3
Offloading memory: Serial position effects,https://doi.org/10.3758/s13423-019-01615-8,2019,"['Kelly, Megan O.', 'Risko, Evan F.']",Article,Psychonomic Bulletin & Review,26,4,32
Correction to: Effects of average uncertainty and trial-type frequency on choice response time: A hierarchical extension of Hick/Hyman law,https://doi.org/10.3758/s13423-019-01621-w,2019,"['Mordkoff, J. Toby']",Correction,Psychonomic Bulletin & Review,26,4,N/A
Are associations formed across pairs? A test of learning by temporal contiguity in associative recognition,https://doi.org/10.3758/s13423-019-01616-7,2019,"['Osth, Adam F.', 'Fox, Julian']",Brief Report,Psychonomic Bulletin & Review,26,5,9
Upper- and lower-limb amputees show reduced levels of eeriness for images of prosthetic hands,https://doi.org/10.3758/s13423-019-01612-x,2019,"['Buckingham, Gavin', 'Parr, Johnny', 'Wood, Greg', 'Day, Sarah', 'Chadwell, Alix', 'Head, John', 'Galpin, Adam', 'Kenney, Laurence', 'Kyberd, Peter', 'Gowen, Emma', 'Poliakoff, Ellen']",Brief Report,Psychonomic Bulletin & Review,26,4,7
Sensorimotor training modulates automatic imitation of visual speech,https://doi.org/10.3758/s13423-019-01623-8,2019,"['Wu, Yuchunzi', 'Evans, Bronwen G.', 'Adank, Patti']",Article,Psychonomic Bulletin & Review,26,5,2
Concepts of objects and substances in language,https://doi.org/10.3758/s13423-019-01613-w,2019,"['Rips, Lance J.', 'Hespos, Susan J.']",Theoretical Review,Psychonomic Bulletin & Review,26,4,4
Slow naming of pictures facilitates memory for their names,https://doi.org/10.3758/s13423-019-01620-x,2019,"['Zormpa, Eirini', 'Meyer, Antje S.', 'Brehm, Laurel E.']",Brief Report,Psychonomic Bulletin & Review,26,5,5
Let your fingers do the walking: Finger force distinguishes competing accounts of the congruency sequence effect,https://doi.org/10.3758/s13423-019-01626-5,2019,"['Weissman, Daniel H.']",Article,Psychonomic Bulletin & Review,26,5,14
Attention induces surround suppression in visual working memory,https://doi.org/10.3758/s13423-019-01624-7,2019,"['Fang, Ming W. H.', 'Ravizza, Susan M.', 'Liu, Taosheng']",Brief Report,Psychonomic Bulletin & Review,26,6,7
Does task sustainability provide a unified measure of subjective task difficulty?,https://doi.org/10.3758/s13423-019-01631-8,2019,"['Rosenbaum, David A.', 'Bui, Bill V.']",Brief Report,Psychonomic Bulletin & Review,26,6,8
Easy-to-hard effects in perceptual learning depend upon the degree to which initial trials are “easy”,https://doi.org/10.3758/s13423-019-01627-4,2019,"['Wisniewski, Matthew G.', 'Church, Barbara A.', 'Mercado, Eduardo', 'Radell, Milen L.', 'Zakrzewski, Alexandria C.']",Brief Report,Psychonomic Bulletin & Review,26,6,10
Opposing effects of stimulus-driven and memory-driven attention in visual search,https://doi.org/10.3758/s13423-019-01630-9,2020,"['Jung, Koeun', 'Han, Suk Won', 'Min, Yoonki']",Article,Psychonomic Bulletin & Review,27,1,8
When masters of abstraction run into a concrete wall: Experts failing arithmetic word problems,https://doi.org/10.3758/s13423-019-01628-3,2019,"['Gros, Hippolyte', 'Sander, Emmanuel', 'Thibaut, Jean-Pierre']",Article,Psychonomic Bulletin & Review,26,5,15
Behavioral trainings and manipulations to reduce delay discounting: A systematic review,https://doi.org/10.3758/s13423-019-01629-2,2019,"['Scholten, Hanneke', 'Scheres, Anouk', 'de Water, Erik', 'Graf, Uta', 'Granic, Isabela', 'Luijten, Maartje']",Theoretical Review,Psychonomic Bulletin & Review,26,6,79
Classifying individual differences in interoception: Implications for the measurement of interoceptive awareness,https://doi.org/10.3758/s13423-019-01632-7,2019,"['Murphy, Jennifer', 'Catmur, Caroline', 'Bird, Geoffrey']",Theoretical Review,Psychonomic Bulletin & Review,26,5,129
Visual saliency influences ethical blind spots and (dis)honesty,https://doi.org/10.3758/s13423-019-01638-1,2019,"['Pittarello, Andrea', 'Frătescu, Marcella', 'Mathôt, Sebastiaan']",Brief Report,Psychonomic Bulletin & Review,26,5,7
Paying the meter: Effect of metrical similarity on word lengthening,https://doi.org/10.3758/s13423-019-01635-4,2019,"['Myers, Brett R.', 'Watson, Duane G.']",Brief Report,Psychonomic Bulletin & Review,26,6,3
Evidence against interactive effects on articulation in Javanese verb paradigms,https://doi.org/10.3758/s13423-019-01637-2,2019,"['Seyfarth, Scott', 'Vander Klok, Jozina', 'Garellek, Marc']",Brief Report,Psychonomic Bulletin & Review,26,5,4
A meta-analysis of sex differences in human navigation skills,https://doi.org/10.3758/s13423-019-01633-6,2019,"['Nazareth, Alina', 'Huang, Xing', 'Voyer, Daniel', 'Newcombe, Nora']",Theoretical Review,Psychonomic Bulletin & Review,26,5,105
A postdictive bias associated with déjà vu,https://doi.org/10.3758/s13423-019-01578-w,2019,"['Cleary, Anne M.', 'Huebert, Andrew M.', 'McNeely-White, Katherine L.', 'Spahr, Kimberly S.']",Brief Report,Psychonomic Bulletin & Review,26,4,9
Do lateral eye movements increase susceptibility to misinformation? A registered replication,https://doi.org/10.3758/s13423-019-01641-6,2019,"['Calvillo, Dustin P.', 'Emami, Ashley S.']",Article,Psychonomic Bulletin & Review,26,6,9
Return sweeps in reading: Processing implications of undersweep-fixations,https://doi.org/10.3758/s13423-019-01636-3,2019,"['Slattery, Timothy J.', 'Parker, Adam J.']",Brief Report,Psychonomic Bulletin & Review,26,6,19
Thematic roles: Core knowledge or linguistic construct?,https://doi.org/10.3758/s13423-019-01634-5,2019,"['Rissman, Lilia', 'Majid, Asifa']",Theoretical Review,Psychonomic Bulletin & Review,26,6,43
"Selective binding of stimulus, response, and effect features",https://doi.org/10.3758/s13423-019-01646-1,2019,"['Moeller, Birte', 'Pfister, Roland', 'Kunde, Wilfried', 'Frings, Christian']",Brief Report,Psychonomic Bulletin & Review,26,5,20
Andreas Vesalius (1515-1564) on animal cognition,https://doi.org/10.3758/s13423-019-01643-4,2019,"['Brinkman, Romy J.', 'Hage, J. Joris', 'Oostra, Roelof-Jan', 'van der Horst, Chantal M.']",Theoretical Review,Psychonomic Bulletin & Review,26,5,N/A
Saccadic eye movements do not trigger a joint Simon effect,https://doi.org/10.3758/s13423-019-01639-0,2019,"['Liepelt, Roman', 'Porcu, Emanuele', 'Stenzel, Anna', 'Lappe, Markus']",Brief Report,Psychonomic Bulletin & Review,26,6,3
Scene semantics involuntarily guide attention during visual search,https://doi.org/10.3758/s13423-019-01642-5,2019,"['Hayes, Taylor R.', 'Henderson, John M.']",Brief Report,Psychonomic Bulletin & Review,26,5,32
Spatial distancing reduces emotional arousal to reactivated memories,https://doi.org/10.3758/s13423-019-01648-z,2019,"['Parikh, Natasha', 'McGovern, Brynn', 'LaBar, Kevin S.']",Brief Report,Psychonomic Bulletin & Review,26,6,4
Age-related differences in recall and recognition: a meta-analysis,https://doi.org/10.3758/s13423-019-01649-y,2019,"['Rhodes, Stephen', 'Greene, Nathaniel R.', 'Naveh-Benjamin, Moshe']",Theoretical Review,Psychonomic Bulletin & Review,26,5,82
Working memory for stereoscopic depth is limited and imprecise—evidence from a change detection task,https://doi.org/10.3758/s13423-019-01640-7,2019,"['Qian, Jiehui', 'Zhang, Ke']",Brief Report,Psychonomic Bulletin & Review,26,5,15
"Dissociable learning processes, associative theory, and testimonial reviews: A comment on Smith and Church (2018)",https://doi.org/10.3758/s13423-019-01644-3,2019,"['Wills, Andy J.', 'Edmunds, Charlotte E. R.', 'Le Pelley, Mike E.', 'Milton, Fraser', 'Newell, Ben R.', 'Dwyer, Dominic M.', 'Shanks, David R.']",Comment,Psychonomic Bulletin & Review,26,6,8
What about proactive language control?,https://doi.org/10.3758/s13423-019-01654-1,2020,"['Declerck, Mathieu']",Theoretical Review,Psychonomic Bulletin & Review,27,1,56
Repetition increases perceived truth equally for plausible and implausible statements,https://doi.org/10.3758/s13423-019-01651-4,2019,"['Fazio, Lisa K.', 'Rand, David G.', 'Pennycook, Gordon']",Brief Reports,Psychonomic Bulletin & Review,26,5,98
The role of uncertainty in attentional and choice exploration,https://doi.org/10.3758/s13423-019-01653-2,2019,"['Walker, Adrian R.', 'Luque, David', 'Le Pelley, Mike E.', 'Beesley, Tom']",Article,Psychonomic Bulletin & Review,26,6,20
Does interference between self and other perspectives in theory of mind tasks reflect a common underlying process? Evidence from individual differences in theory of mind and inhibitory control,https://doi.org/10.3758/s13423-019-01656-z,2020,"['Qureshi, Adam W.', 'Monk, Rebecca L.', 'Samson, Dana', 'Apperly, Ian A.']",Brief Report,Psychonomic Bulletin & Review,27,1,29
The role of phonology during visual word learning in adults: An integrative review,https://doi.org/10.3758/s13423-019-01647-0,2020,"['Meade, Gabriela']",Theoretical Review,Psychonomic Bulletin & Review,27,1,16
A common mechanism underlying choice’s influence on preference and memory,https://doi.org/10.3758/s13423-019-01650-5,2019,"['DuBrow, Sarah', 'Eberts, Elizabeth A.', 'Murty, Vishnu P.']",Brief Report,Psychonomic Bulletin & Review,26,6,23
Grammatical gender and linguistic relativity: A systematic review,https://doi.org/10.3758/s13423-019-01652-3,2019,"['Samuel, Steven', 'Cole, Geoff', 'Eacott, Madeline J.']",Theoretical Review,Psychonomic Bulletin & Review,26,6,33
Concrete mindset impairs filtering in visual working memory,https://doi.org/10.3758/s13423-019-01625-6,2019,"['Hadar, Britt', 'Luria, Roy', 'Liberman, Nira']",Brief Report,Psychonomic Bulletin & Review,26,6,6
Readers can identify the meanings of words without looking at them: Evidence from regressive eye movements,https://doi.org/10.3758/s13423-019-01662-1,2019,"['Schotter, Elizabeth R.', 'Fennell, Anna Marie']",Brief Report,Psychonomic Bulletin & Review,26,5,8
Gender differences in spatial navigation: Characterizing wayfinding behaviors,https://doi.org/10.3758/s13423-019-01659-w,2019,"['Munion, Ascher K.', 'Stefanucci, Jeanine K.', 'Rovira, Ericka', 'Squire, Peter', 'Hendricks, Michael']",Article,Psychonomic Bulletin & Review,26,6,55
Emotional oddball: A review on memory effects,https://doi.org/10.3758/s13423-019-01658-x,2019,"['Schlüter, Helge', 'Hackländer, Ryan P.', 'Bermeitinger, Christina']",Theoretical Review,Psychonomic Bulletin & Review,26,5,11
Illusory contour perception in domestic dogs,https://doi.org/10.3758/s13423-019-01661-2,2019,"['Byosiere, Sarah-Elizabeth', 'Chouinard, Philippe A.', 'Howell, Tiffani J.', 'Bennett, Pauleen C.']",Brief Report,Psychonomic Bulletin & Review,26,5,6
Representational gravity: Empirical findings and theoretical implications,https://doi.org/10.3758/s13423-019-01660-3,2020,"['Hubbard, Timothy L.']",Theoretical Review,Psychonomic Bulletin & Review,27,1,26
The closing of the theory of mind: A critique of perspective-taking,https://doi.org/10.3758/s13423-019-01657-y,2019,"['Cole, Geoff G.', 'Millett, Abbie C.']",Theoretical Review,Psychonomic Bulletin & Review,26,6,49
Addressing the theory crisis in psychology,https://doi.org/10.3758/s13423-019-01645-2,2019,"['Oberauer, Klaus', 'Lewandowsky, Stephan']",Theoretical Review,Psychonomic Bulletin & Review,26,5,209
Hunger increases delay discounting of food and non-food rewards,https://doi.org/10.3758/s13423-019-01655-0,2019,"['Skrynka, Jordan', 'Vincent, Benjamin T.']",Brief Report,Psychonomic Bulletin & Review,26,5,35
Response–response binding across effector-set switches,https://doi.org/10.3758/s13423-019-01669-8,2019,"['Moeller, Birte', 'Frings, Christian']",Brief Report,Psychonomic Bulletin & Review,26,6,10
Embodied memories: Reviewing the role of the body in memory processes,https://doi.org/10.3758/s13423-019-01674-x,2019,"['Ianì, Francesco']",Theoretical Review,Psychonomic Bulletin & Review,26,6,74
Proactive interference in aging: A model-based study,https://doi.org/10.3758/s13423-019-01671-0,2020,"['Archambeau, Kim', 'Forstmann, Birte', 'Van Maanen, Leendert', 'Gevers, Wim']",Brief Report,Psychonomic Bulletin & Review,27,1,7
Correction to: Age-related differences in the attentional white bear,https://doi.org/10.3758/s13423-019-01673-y,2020,"['Ashinoff, Brandon K.', 'Tsal, Yehoshua', 'Mevorach, Carmel']",Correction,Psychonomic Bulletin & Review,27,1,N/A
Learning to suppress a distractor is not affected by working memory load,https://doi.org/10.3758/s13423-019-01679-6,2020,"['Gao, Ya', 'Theeuwes, Jan']",Brief Report,Psychonomic Bulletin & Review,27,1,34
Temporal context affects the perceived time of visual events,https://doi.org/10.3758/s13423-019-01682-x,2020,"['Jovanovic, Ljubica', 'Mamassian, Pascal']",Brief Report,Psychonomic Bulletin & Review,27,1,3
Are the facial gender and facial age variants of the composite face illusion products of a common mechanism?,https://doi.org/10.3758/s13423-019-01684-9,2020,"['Gray, Katie L. H.', 'Guillemin, Yvonne', 'Cenac, Zarus', 'Gibbons, Sophie', 'Vestner, Tim', 'Cook, Richard']",Brief Report,Psychonomic Bulletin & Review,27,1,15
Food in the corner and money in the cashews: Semantic activation of embedded stems in the presence or absence of a morphological structure,https://doi.org/10.3758/s13423-019-01664-z,2020,"['Hasenäcker, Jana', 'Solaja, Olga', 'Crepaldi, Davide']",Brief Report,Psychonomic Bulletin & Review,27,1,4
Visual narrative comprehension: Universal or not?,https://doi.org/10.3758/s13423-019-01670-1,2020,"['Cohn, Neil']",Theoretical Review,Psychonomic Bulletin & Review,27,2,43
Unified syntax in the bilingual mind,https://doi.org/10.3758/s13423-019-01666-x,2020,"['Declerck, Mathieu', 'Wen, Yun', 'Snell, Joshua', 'Meade, Gabriela', 'Grainger, Jonathan']",Brief Report,Psychonomic Bulletin & Review,27,1,24
Semantic diversity in paired-associate learning: Further evidence for the information accumulation perspective of cognitive aging,https://doi.org/10.3758/s13423-019-01691-w,2020,"['Qiu, Mengyang', 'Johns, Brendan T.']",Article,Psychonomic Bulletin & Review,27,1,17
Face viewing behavior predicts multisensory gain during speech perception,https://doi.org/10.3758/s13423-019-01665-y,2020,"['Rennig, Johannes', 'Wegner-Clemens, Kira', 'Beauchamp, Michael S.']",Brief Report,Psychonomic Bulletin & Review,27,1,14
Examining joint attention with the use of humanoid robots-A new approach to study fundamental mechanisms of social cognition,https://doi.org/10.3758/s13423-019-01689-4,2020,"['Chevalier, Pauline', 'Kompatsiari, Kyveli', 'Ciardo, Francesca', 'Wykowska, Agnieszka']",Theoretical Review,Psychonomic Bulletin & Review,27,2,39
"More capture, more suppression: Distractor suppression due to statistical regularities is determined by the magnitude of attentional capture",https://doi.org/10.3758/s13423-019-01672-z,2020,"['Failing, Michel', 'Theeuwes, Jan']",Brief Report,Psychonomic Bulletin & Review,27,1,26
Infants look longer at colours that adults like when colours are highly saturated,https://doi.org/10.3758/s13423-019-01688-5,2020,"['Skelton, A. E.', 'Franklin, A.']",Brief Report,Psychonomic Bulletin & Review,27,1,11
Exploiting asymmetric signals from choices through default selection,https://doi.org/10.3758/s13423-019-01699-2,2020,"['Leong, Lim M.', 'Yin, Yidan', 'McKenzie, Craig R. M.']",Article,Psychonomic Bulletin & Review,27,1,N/A
"Semantic interference in the picture-word interference task: Is there a pre-lexical, conceptual contribution to the effect?",https://doi.org/10.3758/s13423-019-01667-w,2020,"['Jescheniak, Jörg D.', 'Wöhner, Stefan', 'Bethcke, Hanna S.', 'Beaupain, Marie C.']",Brief Report,Psychonomic Bulletin & Review,27,2,10
Improving judgment accuracy by sequential adjustment,https://doi.org/10.3758/s13423-019-01696-5,2020,"['Luan, Shenghua', 'Schooler, Lael J.', 'Tan, Jolene H.']",Article,Psychonomic Bulletin & Review,27,1,3
Serial dependence in vision: Merely encoding the previous-trial target is not enough,https://doi.org/10.3758/s13423-019-01678-7,2020,"['Bae, Gi-Yeul', 'Luck, Steven J.']",Brief Report,Psychonomic Bulletin & Review,27,2,36
Unstable world: Recent experience affects spatial perception,https://doi.org/10.3758/s13423-019-01703-9,2020,"['Rosenich, Emily', 'Shaki, Samuel', 'Loetscher, Tobias']",Brief Report,Psychonomic Bulletin & Review,27,2,4
"Bright mind, moral mind? Intelligence is unrelated to consequentialist moral judgment in sacrificial moral dilemmas",https://doi.org/10.3758/s13423-019-01676-9,2020,"['Bostyn, D. H.', 'De Keersmaecker, J.', 'Van Assche, J.', 'Roets, A.']",Brief Report,Psychonomic Bulletin & Review,27,2,5
Conflict monitoring and the affective-signaling hypothesis—An integrative review,https://doi.org/10.3758/s13423-019-01668-9,2020,"['Dignath, David', 'Eder, Andreas B.', 'Steinhauser, Marco', 'Kiesel, Andrea']",Theoretical Review,Psychonomic Bulletin & Review,27,2,98
Tracking two pleasures,https://doi.org/10.3758/s13423-019-01695-6,2020,"['Brielmann, Aenne A.', 'Pelli, Denis G.']",Brief Report,Psychonomic Bulletin & Review,27,2,3
Building the perfect curse word: A psycholinguistic investigation of the form and meaning of taboo words,https://doi.org/10.3758/s13423-019-01685-8,2020,"['Reilly, Jamie', 'Kelly, Alexandra', 'Zuckerman, Bonnie M.', 'Twigg, Peter P.', 'Wells, Melissa', 'Jobson, Katie R.', 'Flurie, Maurice']",Article,Psychonomic Bulletin & Review,27,1,8
Good vibrations: A review of vocal expressions of positive emotions,https://doi.org/10.3758/s13423-019-01701-x,2020,"['Kamiloğlu, Roza G.', 'Fischer, Agneta H.', 'Sauter, Disa A.']",Theoretical Review,Psychonomic Bulletin & Review,27,2,61
When one-two-three beats two-one-three: Tracking the acquisition of the verbal number sequence,https://doi.org/10.3758/s13423-019-01704-8,2020,"['Van Rinsveld, Amandine', 'Schiltz, Christine', 'Majerus, Steve', 'Fayol, Michel']",Article,Psychonomic Bulletin & Review,27,1,4
Recognition-induced forgetting of schematically related pictures,https://doi.org/10.3758/s13423-019-01693-8,2020,"['Scotti, Paul S.', 'Janakiefski, Laura', 'Maxcey, Ashleigh M.']",Brief Report,Psychonomic Bulletin & Review,27,2,10
A vigilance avoidance account of spatial selectivity in dual-stream emotion induced blindness,https://doi.org/10.3758/s13423-019-01690-x,2020,"['Proud, Matthew', 'Goodhew, Stephanie C.', 'Edwards, Mark']",Brief Report,Psychonomic Bulletin & Review,27,2,13
Endogenous cueing effects for detection can be accounted for by a decision model of selective attention,https://doi.org/10.3758/s13423-019-01698-3,2020,"['Johnson, Miranda L.', 'Palmer, John', 'Moore, Cathleen M.', 'Boynton, Geoffrey M.']",Brief Report,Psychonomic Bulletin & Review,27,2,6
Distraction biases working memory for faces,https://doi.org/10.3758/s13423-019-01707-5,2020,"['Mallett, Remington', 'Mummaneni, Anurima', 'Lewis-Peacock, Jarrod A.']",Brief Report,Psychonomic Bulletin & Review,27,2,14
A critical review of the cognitive and perceptual factors influencing attentional scaling and visual processing,https://doi.org/10.3758/s13423-019-01692-9,2020,"['Lawrence, Rebecca K.', 'Edwards, Mark', 'Talipski, Louisa A.', 'Goodhew, Stephanie C.']",Theoretical Review,Psychonomic Bulletin & Review,27,3,12
Trolley Dilemma in Papua. Yali horticulturalists refuse to pull the lever,https://doi.org/10.3758/s13423-019-01700-y,2020,"['Sorokowski, Piotr', 'Marczak, Michalina', 'Misiak, Michał', 'Białek, Michał']",Brief Report,Psychonomic Bulletin & Review,27,2,26
Evidence for different types of errors being associated with different types of post-error changes,https://doi.org/10.3758/s13423-019-01675-w,2020,"['Damaso, Karlye', 'Williams, Paul', 'Heathcote, Andrew']",Theoretical Review,Psychonomic Bulletin & Review,27,3,17
Working memory training in typically developing children: A multilevel meta-analysis,https://doi.org/10.3758/s13423-019-01681-y,2020,"['Sala, Giovanni', 'Gobet, Fernand']",Theoretical Review,Psychonomic Bulletin & Review,27,3,66
Meaning before grammar: A review of ERP experiments on the neurodevelopmental origins of semantic processing,https://doi.org/10.3758/s13423-019-01677-8,2020,"['Morgan, Elena Usai', 'van der Meer, Audrey', 'Vulchanova, Mila', 'Blasi, Damián E.', 'Baggio, Giosuè']",Theoretical Review,Psychonomic Bulletin & Review,27,3,16
Enumeration in time is irresistibly event-based,https://doi.org/10.3758/s13423-019-01680-z,2020,"['Ongchoco, Joan Danielle K.', 'Scholl, Brian J.']",Brief Report,Psychonomic Bulletin & Review,27,2,N/A
Meaning before grammar: A review of ERP experiments on the neurodevelopmental origins of semantic processing,https://doi.org/10.3758/s13423-019-01677-8,2020,"['Morgan, Elena Usai', 'van der Meer, Audrey', 'Vulchanova, Mila', 'Blasi, Damián E.', 'Baggio, Giosuè']",Theoretical Review,Psychonomic Bulletin & Review,27,3,16
What explains the relationship between spatial and mathematical skills? A review of evidence from brain and behavior,https://doi.org/10.3758/s13423-019-01694-7,2020,"['Hawes, Zachary', 'Ansari, Daniel']",Theoretical Review,Psychonomic Bulletin & Review,27,3,98
Inaugural Editorial,https://doi.org/10.3758/s13423-020-01709-8,2020,"['Brockmole, James R.']",Editorial,Psychonomic Bulletin & Review,27,1,N/A
