Journal,Volume,Issue,Publication Year,Title,Authors,Author Affiliations,Pages,Type,DOI,PDF Link,Article URL,Citations
Psychological Science,26,9,2015,Getting Over It: Long-Lasting Effects of Emotion Regulation on Amygdala Response,"Bryan T. Denny, Marika C. Inhoff, Noam Zerubavel, Lila Davachi, Kevin N. Ochsner",,pp. 1377–1388,Research article,https://doi.org/10.1177/0956797615578863,https://journals.sagepub.com/doi/reader/10.1177/0956797615578863,https://journals.sagepub.com/doi/abs/10.1177/0956797615578863,
Psychological Science,26,9,2015,"Why Wealthier People Think People Are Wealthier, and Why It Matters: From Social Sampling to Attitudes to Redistribution","Rael J. Dawtry, Robbie M. Sutton, Chris G. Sibley",,pp. 1389–1400,Research article,https://doi.org/10.1177/0956797615586560,https://journals.sagepub.com/doi/reader/10.1177/0956797615586560,https://journals.sagepub.com/doi/abs/10.1177/0956797615586560,
Psychological Science,26,9,2015,Pupil Mimicry Correlates With Trust in In-Group Partners With Dilating Pupils,"M. E. Kret, A. H. Fischer, C. K. W. De Dreu",,pp. 1401–1410,Research article,https://doi.org/10.1177/0956797615588306,https://journals.sagepub.com/doi/reader/10.1177/0956797615588306,https://journals.sagepub.com/doi/abs/10.1177/0956797615588306,
Psychological Science,26,9,2015,Neural Affective Mechanisms Predict Market-Level Microlending,"Alexander Genevsky, Brian Knutson",,pp. 1411–1422,Research article,https://doi.org/10.1177/0956797615588467,https://journals.sagepub.com/doi/reader/10.1177/0956797615588467,https://journals.sagepub.com/doi/abs/10.1177/0956797615588467,
Psychological Science,26,9,2015,From Effort to Value: Preschool Children’s Alternative to Effort Justification,"Avi Benozio, Gil Diesendruck",,pp. 1423–1429,Research article,https://doi.org/10.1177/0956797615589585,https://journals.sagepub.com/doi/reader/10.1177/0956797615589585,https://journals.sagepub.com/doi/abs/10.1177/0956797615589585,
Psychological Science,26,9,2015,Personality in Bonobos,"Alexander Weiss, Nicky Staes, Jeffrey J. M. Pereboom",,pp. 1430–1439,Research article,https://doi.org/10.1177/0956797615589933,https://journals.sagepub.com/doi/reader/10.1177/0956797615589933,https://journals.sagepub.com/doi/abs/10.1177/0956797615589933,
Psychological Science,26,9,2015,Variation in Women’s Preferences Regarding Male Facial Masculinity Is Better Explained by Genetic Differences Than by Previously Identified Context-Dependent Effects,"Brendan P. Zietsch, Anthony J. Lee, James M. Sherlock, Patrick Jern",,pp. 1440–1448,Research article,https://doi.org/10.1177/0956797615591770,https://journals.sagepub.com/doi/reader/10.1177/0956797615591770,https://journals.sagepub.com/doi/abs/10.1177/0956797615591770,
Psychological Science,26,9,2015,Concreteness and Psychological Distance in Natural Language Use,"Bryor Snefjella, Victor Kuperman",,pp. 1449–1460,Research article,https://doi.org/10.1177/0956797615591771,https://journals.sagepub.com/doi/reader/10.1177/0956797615591771,https://journals.sagepub.com/doi/abs/10.1177/0956797615591771,
Psychological Science,26,9,2015,Creativity and Memory: Effects of an Episodic-Specificity Induction on Divergent Thinking,"Kevin P. Madore, Donna Rose Addis, Daniel L. Schacter",,pp. 1461–1468,Research article,https://doi.org/10.1177/0956797615591863,https://journals.sagepub.com/doi/reader/10.1177/0956797615591863,https://journals.sagepub.com/doi/abs/10.1177/0956797615591863,
Psychological Science,26,9,2015,Neurodegeneration and Identity,"Nina Strohminger, Shaun Nichols",,pp. 1469–1479,Research article,https://doi.org/10.1177/0956797615592381,https://journals.sagepub.com/doi/reader/10.1177/0956797615592381,https://journals.sagepub.com/doi/abs/10.1177/0956797615592381,
Psychological Science,26,9,2015,Intergenerational Effects of Parents’ Math Anxiety on Children’s Math Achievement and Anxiety,"Erin A. Maloney, Gerardo Ramirez, Elizabeth A. Gunderson",,pp. 1480–1488,Research article,https://doi.org/10.1177/0956797615592630,https://journals.sagepub.com/doi/reader/10.1177/0956797615592630,https://journals.sagepub.com/doi/abs/10.1177/0956797615592630,
Psychological Science,26,9,2015,The Words Children Hear: Picture Books and the Statistics for Language Learning,"Jessica L. Montag, Michael N. Jones, Linda B. Smith",,pp. 1489–1496,Research article,https://doi.org/10.1177/0956797615594361,https://journals.sagepub.com/doi/reader/10.1177/0956797615594361,https://journals.sagepub.com/doi/abs/10.1177/0956797615594361,
Psychological Science,26,9,2015,"Sustained Attention Across the Life Span in a Sample of 10,000: Dissociating Ability and Strategy","Francesca C. Fortenbaugh, Joseph DeGutis, Laura Germine",,pp. 1497–1510,Research article,https://doi.org/10.1177/0956797615594896,https://journals.sagepub.com/doi/reader/10.1177/0956797615594896,https://journals.sagepub.com/doi/abs/10.1177/0956797615594896,
Psychological Science,26,9,2015,Crowding in Visual Working Memory Reveals Its Spatial Resolution and the Nature of Its Representations,"Benjamin J. Tamber-Rosenau, Anat R. Fintzi, René Marois",,pp. 1511–1521,Research article,https://doi.org/10.1177/0956797615592394,https://journals.sagepub.com/doi/reader/10.1177/0956797615592394,https://journals.sagepub.com/doi/abs/10.1177/0956797615592394,
Psychological Science,26,9,2015,Correcting Some Misrepresentations About Gender and Sexual Economics Theory: Comment on Rudman and Fetterolf (2014),"Kathleen D. Vohs, Roy F. Baumeister",,pp. 1522–1523,Other,https://doi.org/10.1177/0956797615581492,https://journals.sagepub.com/doi/reader/10.1177/0956797615581492,https://journals.sagepub.com/doi/abs/10.1177/0956797615581492,
Psychological Science,26,9,2015,Why Sexual Economics Theory Is Patriarchal: Reply to Vohs and Baumeister’s (2015) Comment on Rudman and Fetterolf (2014),"Laurie A. Rudman, Janell C. Fetterolf",,pp. 1524–1525,Other,https://doi.org/10.1177/0956797615595018,https://journals.sagepub.com/doi/reader/10.1177/0956797615595018,https://journals.sagepub.com/doi/abs/10.1177/0956797615595018,
Psychological Science,26,10,2015,Tweeting From Left to Right: Is Online Political Communication More Than an Echo Chamber?,"Pablo Barberá, John T. Jost, Jonathan Nagler, Joshua A. Tucker, Richard Bonneau",,pp. 1531–1542,Research article,https://doi.org/10.1177/0956797615594620,https://journals.sagepub.com/doi/reader/10.1177/0956797615594620,https://journals.sagepub.com/doi/abs/10.1177/0956797615594620,
Psychological Science,26,10,2015,An Enhanced Default Approach Bias Following Amygdala Lesions in Humans,"Laura A. Harrison, Rene Hurlemann, Ralph Adolphs",,pp. 1543–1555,Research article,https://doi.org/10.1177/0956797615583804,https://journals.sagepub.com/doi/reader/10.1177/0956797615583804,https://journals.sagepub.com/doi/abs/10.1177/0956797615583804,
Psychological Science,26,10,2015,A Difference-Education Intervention Equips First-Generation College Students to Thrive in the Face of Stressful College Situations,"Nicole M. Stephens, Sarah S. M. Townsend, MarYam G. Hamedani",,pp. 1556–1566,Research article,https://doi.org/10.1177/0956797615593501,https://journals.sagepub.com/doi/reader/10.1177/0956797615593501,https://journals.sagepub.com/doi/abs/10.1177/0956797615593501,
Psychological Science,26,10,2015,Increased False-Memory Susceptibility After Mindfulness Meditation,"Brent M. Wilson, Laura Mickes, Stephanie Stolarz-Fantino",,pp. 1567–1573,Research article,https://doi.org/10.1177/0956797615593705,https://journals.sagepub.com/doi/reader/10.1177/0956797615593705,https://journals.sagepub.com/doi/abs/10.1177/0956797615593705,
Psychological Science,26,10,2015,Running With the Pack: Teen Peer-Relationship Qualities as Predictors of Adult Physical Health,"Joseph P. Allen, Bert N. Uchino, Christopher A. Hafen",,pp. 1574–1583,Research article,https://doi.org/10.1177/0956797615594118,https://journals.sagepub.com/doi/reader/10.1177/0956797615594118,https://journals.sagepub.com/doi/abs/10.1177/0956797615594118,
Psychological Science,26,10,2015,Effects of Stress on the Social Support Provided by Men and Women in Intimate Relationships,"Guy Bodenmann, Nathalie Meuwly, Janine Germann",,pp. 1584–1594,Research article,https://doi.org/10.1177/0956797615594616,https://journals.sagepub.com/doi/reader/10.1177/0956797615594616,https://journals.sagepub.com/doi/abs/10.1177/0956797615594616,
Psychological Science,26,10,2015,Age of Entry Into Early Childhood Education and Care as a Predictor of Aggression: Faint and Fading Associations for Young Norwegian Children,"Eric Dearing, Henrik Daae Zachrisson, Ane Nærde",,pp. 1595–1607,Research article,https://doi.org/10.1177/0956797615595011,https://journals.sagepub.com/doi/reader/10.1177/0956797615595011,https://journals.sagepub.com/doi/abs/10.1177/0956797615595011,
Psychological Science,26,10,2015,Preterm Birth and Adult Wealth: Mathematics Skills Count,"Maartje Basten, Julia Jaekel, Samantha Johnson, Camilla Gilmore, Dieter Wolke",,pp. 1608–1619,Research article,https://doi.org/10.1177/0956797615596230,https://journals.sagepub.com/doi/reader/10.1177/0956797615596230,https://journals.sagepub.com/doi/abs/10.1177/0956797615596230,
Psychological Science,26,10,2015,Socioeconomic Status and Social Support: Social Support Reduces Inflammatory Reactivity for Individuals Whose Early-Life Socioeconomic Status Was Low,"Neha A. John-Henderson, Jennifer E. Stellar, Rodolfo Mendoza-Denton, Darlene D. Francis",,pp. 1620–1629,Research article,https://doi.org/10.1177/0956797615595962,https://journals.sagepub.com/doi/reader/10.1177/0956797615595962,https://journals.sagepub.com/doi/abs/10.1177/0956797615595962,
Psychological Science,26,10,2015,Income Inequality Explains Why Economic Growth Does Not Always Translate to an Increase in Happiness,"Shigehiro Oishi, Selin Kesebir",,pp. 1630–1638,Research article,https://doi.org/10.1177/0956797615596713,https://journals.sagepub.com/doi/reader/10.1177/0956797615596713,https://journals.sagepub.com/doi/abs/10.1177/0956797615596713,
Psychological Science,26,10,2015,Essentialism and Racial Bias Jointly Contribute to the Categorization of Multiracial Individuals,"Arnold K. Ho, Steven O. Roberts, Susan A. Gelman",,pp. 1639–1645,Research article,https://doi.org/10.1177/0956797615596436,https://journals.sagepub.com/doi/reader/10.1177/0956797615596436,https://journals.sagepub.com/doi/abs/10.1177/0956797615596436,
Psychological Science,26,10,2015,No Evidence for Unconscious Lie Detection: A Significant Difference Does Not Imply Accurate Classification,"Volker H. Franz, Ulrike von Luxburg",,pp. 1646–1648,Other,https://doi.org/10.1177/0956797615597333,https://journals.sagepub.com/doi/reader/10.1177/0956797615597333,https://journals.sagepub.com/doi/abs/10.1177/0956797615597333,
Psychological Science,26,11,2015,Is She Angry? (Sexually Desirable) Women “See” Anger on Female Faces,"Jaimie Arona Krems, Steven L. Neuberg, Gabrielle Filip-Crawford, Douglas T. Kenrick",,pp. 1655–1663,Research article,https://doi.org/10.1177/0956797615603705,https://journals.sagepub.com/doi/reader/10.1177/0956797615603705,https://journals.sagepub.com/doi/abs/10.1177/0956797615603705,
Psychological Science,26,11,2015,Confidence Leak in Perceptual Decision Making,"Dobromir Rahnev, Ai Koizumi, Li Yan McCurdy, Mark D’Esposito, Hakwan Lau",,pp. 1664–1680,Research article,https://doi.org/10.1177/0956797615595037,https://journals.sagepub.com/doi/reader/10.1177/0956797615595037,https://journals.sagepub.com/doi/abs/10.1177/0956797615595037,
Psychological Science,26,11,2015,Birth Weight and Social Trust in Adulthood: Evidence for Early Calibration of Social Cognition,"Michael Bang Petersen, Lene Aarøe",,pp. 1681–1692,Research article,https://doi.org/10.1177/0956797615595622,https://journals.sagepub.com/doi/reader/10.1177/0956797615595622,https://journals.sagepub.com/doi/abs/10.1177/0956797615595622,
Psychological Science,26,11,2015,Implicit Social Biases in People With Autism,"Elina Birmingham, Damian Stanley, Remya Nair, Ralph Adolphs",,pp. 1693–1705,Research article,https://doi.org/10.1177/0956797615595607,https://journals.sagepub.com/doi/reader/10.1177/0956797615595607,https://journals.sagepub.com/doi/abs/10.1177/0956797615595607,
Psychological Science,26,11,2015,"When Threat Is Near, Get Out of Here: Dynamics of Defensive Behavior During Freezing and Active Avoidance","Andreas Löw, Mathias Weymar, Alfons O. Hamm",,pp. 1706–1716,Research article,https://doi.org/10.1177/0956797615597332,https://journals.sagepub.com/doi/reader/10.1177/0956797615597332,https://journals.sagepub.com/doi/abs/10.1177/0956797615597332,
Psychological Science,26,11,2015,Iconic Gestures Facilitate Discourse Comprehension in Individuals With Superior Immediate Memory for Body Configurations,"Ying Choon Wu, Seana Coulson",,pp. 1717–1727,Research article,https://doi.org/10.1177/0956797615597671,https://journals.sagepub.com/doi/reader/10.1177/0956797615597671,https://journals.sagepub.com/doi/abs/10.1177/0956797615597671,
Psychological Science,26,11,2015,Conceptual Conditioning: Mechanisms Mediating Conditioning Effects on Pain,"Marieke Jepma, Tor D. Wager",,pp. 1728–1739,Research article,https://doi.org/10.1177/0956797615597658,https://journals.sagepub.com/doi/reader/10.1177/0956797615597658,https://journals.sagepub.com/doi/abs/10.1177/0956797615597658,
Psychological Science,26,11,2015,Direct Evidence for Active Suppression of Salient-but-Irrelevant Sensory Inputs,"Nicholas Gaspelin, Carly J. Leonard, Steven J. Luck",,pp. 1740–1750,Research article,https://doi.org/10.1177/0956797615597913,https://journals.sagepub.com/doi/reader/10.1177/0956797615597913,https://journals.sagepub.com/doi/abs/10.1177/0956797615597913,
Psychological Science,26,11,2015,A Gender Bias in the Attribution of Creativity: Archival and Experimental Evidence for the Perceived Association Between Masculinity and Creative Thinking,"Devon Proudfoot, Aaron C. Kay, Christy Z. Koval",,pp. 1751–1761,Research article,https://doi.org/10.1177/0956797615598739,https://journals.sagepub.com/doi/reader/10.1177/0956797615598739,https://journals.sagepub.com/doi/abs/10.1177/0956797615598739,
Psychological Science,26,11,2015,"Nothing Happens by Accident, or Does It? A Low Prior for Randomness Does Not Explain Belief in Conspiracy Theories","Sebastian Dieguez, Pascal Wagner-Egger, Nicolas Gauvrit",,pp. 1762–1770,Research article,https://doi.org/10.1177/0956797615598740,https://journals.sagepub.com/doi/reader/10.1177/0956797615598740,https://journals.sagepub.com/doi/abs/10.1177/0956797615598740,
Psychological Science,26,11,2015,Decoding Visual Location From Neural Patterns in the Auditory Cortex of the Congenitally Deaf,"Jorge Almeida, Dongjun He, Quanjing Chen, Bradford Z. Mahon",,pp. 1771–1782,Research article,https://doi.org/10.1177/0956797615598970,https://journals.sagepub.com/doi/reader/10.1177/0956797615598970,https://journals.sagepub.com/doi/abs/10.1177/0956797615598970,
Psychological Science,26,11,2015,On Race and Time,"Gordon B. Moskowitz, Irmak Olcaysoy Okten, Cynthia M. Gooch",,pp. 1783–1794,Research article,https://doi.org/10.1177/0956797615599547,https://journals.sagepub.com/doi/reader/10.1177/0956797615599547,https://journals.sagepub.com/doi/abs/10.1177/0956797615599547,
Psychological Science,26,11,2015,The Extravert Advantage: How and When Extraverts Build Rapport With Other People,"Korrina A. Duffy, Tanya L. Chartrand",,pp. 1795–1802,Research article,https://doi.org/10.1177/0956797615600890,https://journals.sagepub.com/doi/reader/10.1177/0956797615600890,https://journals.sagepub.com/doi/abs/10.1177/0956797615600890,
Psychological Science,26,11,2015,Weight Discrimination and Risk of Mortality,"Angelina R. Sutin, Yannick Stephan, Antonio Terracciano",,pp. 1803–1811,Research article,https://doi.org/10.1177/0956797615601103,https://journals.sagepub.com/doi/reader/10.1177/0956797615601103,https://journals.sagepub.com/doi/abs/10.1177/0956797615601103,
Psychological Science,26,11,2015,Theory-of-Mind Training Causes Honest Young Children to Lie,"Xiao Pan Ding, Henry M. Wellman, Yu Wang, Genyue Fu, Kang Lee",,pp. 1812–1821,Research article,https://doi.org/10.1177/0956797615604628,https://journals.sagepub.com/doi/reader/10.1177/0956797615604628,https://journals.sagepub.com/doi/abs/10.1177/0956797615604628,
Psychological Science,26,12,2015,On Teaching Old Dogs New Tricks,"Janet Metcalfe, Lindsey Casal-Roscum, Arielle Radin, David Friedman",,pp. 1833–1842,Research article,https://doi.org/10.1177/0956797615597912,https://journals.sagepub.com/doi/reader/10.1177/0956797615597912,https://journals.sagepub.com/doi/abs/10.1177/0956797615597912,
Psychological Science,26,12,2015,Homosexuality as a Discrete Class,"Alyssa L. Norris, David K. Marcus, Bradley A. Green",,pp. 1843–1853,Research article,https://doi.org/10.1177/0956797615598617,https://journals.sagepub.com/doi/reader/10.1177/0956797615598617,https://journals.sagepub.com/doi/abs/10.1177/0956797615598617,
Psychological Science,26,12,2015,Exogenous Attention Enables Perceptual Learning,"Sarit F. A. Szpiro, Marisa Carrasco",,pp. 1854–1862,Research article,https://doi.org/10.1177/0956797615598976,https://journals.sagepub.com/doi/reader/10.1177/0956797615598976,https://journals.sagepub.com/doi/abs/10.1177/0956797615598976,
Psychological Science,26,12,2015,Is Math Anxiety Always Bad for Math Learning? The Role of Math Motivation,"Zhe Wang, Sarah L. Lukowski, Sara A. Hart, Ian M. Lyons",,pp. 1863–1876,Research article,https://doi.org/10.1177/0956797615602471,https://journals.sagepub.com/doi/reader/10.1177/0956797615602471,https://journals.sagepub.com/doi/abs/10.1177/0956797615602471,
Psychological Science,26,12,2015,The Foundations of Literacy Development in Children at Familial Risk of Dyslexia,"Charles Hulme, Hannah M. Nash, Debbie Gooch, Arne Lervåg, Margaret J. Snowling",,pp. 1877–1886,Research article,https://doi.org/10.1177/0956797615603702,https://journals.sagepub.com/doi/reader/10.1177/0956797615603702,https://journals.sagepub.com/doi/abs/10.1177/0956797615603702,
Psychological Science,26,12,2015,A Thousand Words Are Worth a Picture: Snapshots of Printed-Word Processing in an Event-Related Potential Megastudy,"Stéphane Dufau, Jonathan Grainger, Katherine J. Midgley, Phillip J. Holcomb",,pp. 1887–1897,Research article,https://doi.org/10.1177/0956797615603934,https://journals.sagepub.com/doi/reader/10.1177/0956797615603934,https://journals.sagepub.com/doi/abs/10.1177/0956797615603934,
Psychological Science,26,12,2015,Time Isn’t of the Essence: Activating Goals Rather Than Imposing Delays Improves Inhibitory Control in Children,"Jane E. Barker, Yuko Munakata",,pp. 1898–1908,Research article,https://doi.org/10.1177/0956797615604625,https://journals.sagepub.com/doi/reader/10.1177/0956797615604625,https://journals.sagepub.com/doi/abs/10.1177/0956797615604625,
Psychological Science,26,12,2015,Memory Transmission in Small Groups and Large Networks: An Agent-Based Model,"Christian C. Luhmann, Suparna Rajaram",,pp. 1909–1917,Research article,https://doi.org/10.1177/0956797615605798,https://journals.sagepub.com/doi/reader/10.1177/0956797615605798,https://journals.sagepub.com/doi/abs/10.1177/0956797615605798,
Psychological Science,26,12,2015,The Effects of Social Context and Acute Stress on Decision Making Under Uncertainty,"Oriel FeldmanHall, Candace M. Raio, Jennifer T. Kubota, Morgan G. Seiler",,pp. 1918–1926,Research article,https://doi.org/10.1177/0956797615605807,https://journals.sagepub.com/doi/reader/10.1177/0956797615605807,https://journals.sagepub.com/doi/abs/10.1177/0956797615605807,
Psychological Science,26,12,2015,Put Your Imperfections Behind You: Temporal Landmarks Spur Goal Initiation When They Signal New Beginnings,"Hengchen Dai, Katherine L. Milkman, Jason Riis",,pp. 1927–1936,Research article,https://doi.org/10.1177/0956797615605818,https://journals.sagepub.com/doi/reader/10.1177/0956797615605818,https://journals.sagepub.com/doi/abs/10.1177/0956797615605818,
Psychological Science,26,12,2015,When Delays Improve Memory: Stabilizing Memory in Children May Require Time,"Kevin P. Darby, Vladimir M. Sloutsky",,pp. 1937–1946,Research article,https://doi.org/10.1177/0956797615607350,https://journals.sagepub.com/doi/reader/10.1177/0956797615607350,https://journals.sagepub.com/doi/abs/10.1177/0956797615607350,
Psychological Science,26,12,2015,Rats Fed a Diet Rich in Fats and Sugars Are Impaired in the Use of Spatial Geometry,"Dominic M. D. Tran, R. Frederick Westbrook",,pp. 1947–1957,Research article,https://doi.org/10.1177/0956797615608240,https://journals.sagepub.com/doi/reader/10.1177/0956797615608240,https://journals.sagepub.com/doi/abs/10.1177/0956797615608240,
Psychological Science,26,12,2015,RETRACTED: Women’s Preference for Attractive Makeup Tracks Changes in Their Salivary Testosterone,"Claire I. Fisher, Amanda C. Hahn, Lisa M. DeBruine, Benedict C. Jones",,pp. 1958–1964,Research article,https://doi.org/10.1177/0956797615609900,https://journals.sagepub.com/doi/reader/10.1177/0956797615609900,https://journals.sagepub.com/doi/abs/10.1177/0956797615609900,
Psychological Science,26,12,2015,Infectious Cognition: Risk Perception Affects Socially Shared Retrieval-Induced Forgetting of Medical Information,"Alin Coman, Jessica N. Berry",,pp. 1965–1971,Research article,https://doi.org/10.1177/0956797615609438,https://journals.sagepub.com/doi/reader/10.1177/0956797615609438,https://journals.sagepub.com/doi/abs/10.1177/0956797615609438,
Psychological Science,26,12,2015,Can Authoritarianism Lead to Greater Liking of Out-Groups? The Intriguing Case of Singapore,"Arne Roets, Evelyn W. M. Au, Alain Van Hiel",,pp. 1972–1974,Other,https://doi.org/10.1177/0956797615605271,https://journals.sagepub.com/doi/reader/10.1177/0956797615605271,https://journals.sagepub.com/doi/abs/10.1177/0956797615605271,
Psychological Science,26,12,2015,Do We Know What We’re Saying? The Roles of Attention and Sensory Information During Speech Production,"Sophie Meekings, Dana Boebinger, Samuel Evans, César F. Lima",,pp. 1975–1977,Other,https://doi.org/10.1177/0956797614563766,https://journals.sagepub.com/doi/reader/10.1177/0956797614563766,https://journals.sagepub.com/doi/abs/10.1177/0956797614563766,
Psychological Science,26,12,2015,"Auditory Feedback Is Used for Self-Comprehension: When We Hear Ourselves Saying Something Other Than What We Said, We Believe We Said What We Hear","Andreas Lind, Lars Hall, Björn Breidegard, Christian Balkenius, Petter Johansson",,pp. 1978–1980,Other,https://doi.org/10.1177/0956797615599341,https://journals.sagepub.com/doi/reader/10.1177/0956797615599341,https://journals.sagepub.com/doi/abs/10.1177/0956797615599341,
Psychological Science,27,1,2015,Neural Discriminability of Object Features Predicts Perceptual Organization,"Emily J. Ward, Marvin M. Chun",,pp. 3–11,Research article,https://doi.org/10.1177/0956797615598317,https://journals.sagepub.com/doi/reader/10.1177/0956797615598317,https://journals.sagepub.com/doi/abs/10.1177/0956797615598317,
Psychological Science,27,1,2015,The Evolutionary Basis of Honor Cultures,"Andrzej Nowak, Michele J. Gelfand, Wojciech Borkowski, Dov Cohen, Ivan Hernandez",,pp. 12–24,Research article,https://doi.org/10.1177/0956797615602860,https://journals.sagepub.com/doi/reader/10.1177/0956797615602860,https://journals.sagepub.com/doi/abs/10.1177/0956797615602860,
Psychological Science,27,1,2015,Vicarious Fear Learning Depends on Empathic Appraisals and Trait Empathy,"Andreas Olsson, Kibby McMahon, Goran Papenberg, Jamil Zaki",,pp. 25–33,Research article,https://doi.org/10.1177/0956797615604124,https://journals.sagepub.com/doi/reader/10.1177/0956797615604124,https://journals.sagepub.com/doi/abs/10.1177/0956797615604124,
Psychological Science,27,1,2015,In-Group Ostracism Increases High-Fidelity Imitation in Early Childhood,"Rachel E. Watson-Jones, Harvey Whitehouse, Cristine H. Legare",,pp. 34–42,Research article,https://doi.org/10.1177/0956797615607205,https://journals.sagepub.com/doi/reader/10.1177/0956797615607205,https://journals.sagepub.com/doi/abs/10.1177/0956797615607205,
Psychological Science,27,1,2015,What Comes After /f/? Prediction in Speech Derives From Data-Explanatory Processes,"Bob McMurray, Allard Jongman",,pp. 43–52,Research article,https://doi.org/10.1177/0956797615609578,https://journals.sagepub.com/doi/reader/10.1177/0956797615609578,https://journals.sagepub.com/doi/abs/10.1177/0956797615609578,
Psychological Science,27,1,2015,Classroom Age Composition and the School Readiness of 3- and 4-Year-Olds in the Head Start Program,"Arya Ansari, Kelly Purtell, Elizabeth Gershoff",,pp. 53–63,Research article,https://doi.org/10.1177/0956797615610882,https://journals.sagepub.com/doi/reader/10.1177/0956797615610882,https://journals.sagepub.com/doi/abs/10.1177/0956797615610882,
Psychological Science,27,1,2015,Failure of Intuition When Choosing Whether to Invest in a Single Goal or Split Resources Between Two Goals,"Alasdair D. F. Clarke, Amelia R. Hunt",,pp. 64–74,Research article,https://doi.org/10.1177/0956797615611933,https://journals.sagepub.com/doi/reader/10.1177/0956797615611933,https://journals.sagepub.com/doi/abs/10.1177/0956797615611933,
Psychological Science,27,1,2015,Print-Speech Convergence Predicts Future Reading Outcomes in Early Readers,"Jonathan L. Preston, Peter J. Molfese, Stephen J. Frost, W. Einar Mencl",,pp. 75–84,Research article,https://doi.org/10.1177/0956797615611921,https://journals.sagepub.com/doi/reader/10.1177/0956797615611921,https://journals.sagepub.com/doi/abs/10.1177/0956797615611921,
Psychological Science,27,1,2015,"Virtues, Vices, and Political Influence in the U.S. Senate","Leanne ten Brinke, Christopher C. Liu, Dacher Keltner, Sameer B. Srivastava",,pp. 85–93,Research article,https://doi.org/10.1177/0956797615611922,https://journals.sagepub.com/doi/reader/10.1177/0956797615611922,https://journals.sagepub.com/doi/abs/10.1177/0956797615611922,
Psychological Science,27,1,2015,Inferring Identity From Language: Linguistic Intergroup Bias Informs Social Categorization,"Shanette C. Porter, Michelle Rheinschmidt-Same, Jennifer A. Richeson",,pp. 94–102,Research article,https://doi.org/10.1177/0956797615612202,https://journals.sagepub.com/doi/reader/10.1177/0956797615612202,https://journals.sagepub.com/doi/abs/10.1177/0956797615612202,
Psychological Science,27,1,2015,Opportunity Cost Neglect Attenuates the Effect of Choices on Preferences,"Adam Eric Greenberg, Stephen A. Spiller",,pp. 103–113,Research article,https://doi.org/10.1177/0956797615608267,https://journals.sagepub.com/doi/reader/10.1177/0956797615608267,https://journals.sagepub.com/doi/abs/10.1177/0956797615608267,
Psychological Science,27,1,2015,Interest in Babies Negatively Predicts Testosterone Responses to Sexual Visual Stimuli Among Heterosexual Young Men,"Samuele Zilioli, Davide Ponzi, Andrea Henry, Konrad Kubicki",,pp. 114–118,Research article,https://doi.org/10.1177/0956797615615868,https://journals.sagepub.com/doi/reader/10.1177/0956797615615868,https://journals.sagepub.com/doi/abs/10.1177/0956797615615868,
Psychological Science,27,1,2015,Quick Thinkers Are Smooth Talkers: Mental Speed Facilitates Charisma,"William von Hippel, Richard Ronay, Ernest Baker, Kathleen Kjelsaas, Sean C. Murphy",,pp. 119–122,Other,https://doi.org/10.1177/0956797615616255,https://journals.sagepub.com/doi/reader/10.1177/0956797615616255,https://journals.sagepub.com/doi/abs/10.1177/0956797615616255,
Psychological Science,27,2,2015,Status Decreases Dominance in the West but Increases Dominance in the East,"Ko Kuwabara, Siyu Yu, Alice J. Lee, Adam D. Galinsky",,pp. 127–137,Research article,https://doi.org/10.1177/0956797615612694,https://journals.sagepub.com/doi/reader/10.1177/0956797615612694,https://journals.sagepub.com/doi/abs/10.1177/0956797615612694,
Psychological Science,27,2,2015,Large Cross-National Differences in Gene × Socioeconomic Status Interaction on Intelligence,"Elliot M. Tucker-Drob, Timothy C. Bates",,pp. 138–149,Research article,https://doi.org/10.1177/0956797615612727,https://journals.sagepub.com/doi/reader/10.1177/0956797615612727,https://journals.sagepub.com/doi/abs/10.1177/0956797615612727,
Psychological Science,27,2,2015,Changing Environments by Changing Individuals: The Emergent Effects of Psychological Intervention,"Joseph T. Powers, Jonathan E. Cook, Valerie Purdie-Vaughns, Julio Garcia",,pp. 150–160,Research article,https://doi.org/10.1177/0956797615614591,https://journals.sagepub.com/doi/reader/10.1177/0956797615614591,https://journals.sagepub.com/doi/abs/10.1177/0956797615614591,
Psychological Science,27,2,2015,The Evaluative Advantage of Novel Alternatives: An Information-Sampling Account,"Gaël Le Mens, Yaakov Kareev, Judith Avrahami",,pp. 161–168,Research article,https://doi.org/10.1177/0956797615615581,https://journals.sagepub.com/doi/reader/10.1177/0956797615615581,https://journals.sagepub.com/doi/abs/10.1177/0956797615615581,
Psychological Science,27,2,2015,"Boosting Belligerence: How the July 7, 2005, London Bombings Affected Liberals’ Moral Foundations and Prejudice","Julie Van de Vyver, Diane M. Houston, Dominic Abrams, Milica Vasiljevic",,pp. 169–177,Research article,https://doi.org/10.1177/0956797615615584,https://journals.sagepub.com/doi/reader/10.1177/0956797615615584,https://journals.sagepub.com/doi/abs/10.1177/0956797615615584,
Psychological Science,27,2,2015,Location-Unbound Color-Shape Binding Representations in Visual Working Memory,Jun Saiki,,pp. 178–190,Research article,https://doi.org/10.1177/0956797615616797,https://journals.sagepub.com/doi/reader/10.1177/0956797615616797,https://journals.sagepub.com/doi/abs/10.1177/0956797615616797,
