Title,Article URL,Authors,PDF Link,Article Type
Does competence or morality mainly drive self-esteem? It depends on general system justification,https://www.sciencedirect.com/science/article/pii/S0022103121001104,"Yuan Liang, Xuyun Tan, Jianning Dang, Cong Wei, ... Li Liu",https://www.sciencedirect.com/science/article/pii/S0022103121001104/pdfft?md5=8c2347a44198b98bf61b3d5c70db3392&pid=1-s2.0-S0022103121001104-main.pdf,Research article
Good deeds and hard knocks: The effect of past suffering on praise for moral behavior,https://www.sciencedirect.com/science/article/pii/S0022103121001190,"Philip Robbins, Fernando Alvear, Paul Litton",https://www.sciencedirect.com/science/article/pii/S0022103121001190/pdfft?md5=63c527df7e64f9f53ca6eec8318bcc7e&pid=1-s2.0-S0022103121001190-main.pdf,Research article
"Better the two devils you know, than the one you don't: Predictability influences moral judgments of immoral actors",https://www.sciencedirect.com/science/article/pii/S0022103121001232,"Alexander C. Walker, Martin Harry Turpin, Jonathan A. Fugelsang, Michał Białek",https://www.sciencedirect.com/science/article/pii/S0022103121001232/pdfft?md5=9ec7ec7d5f8b89f2df676a3b62f84d1d&pid=1-s2.0-S0022103121001232-main.pdf,Research article
How resistant are implicit impressions of facial trustworthiness? When new evidence leads to durable updating,https://www.sciencedirect.com/science/article/pii/S0022103121001220,"Xi Shen, Melissa J. Ferguson",https://www.sciencedirect.com/science/article/pii/S0022103121001220/pdfft?md5=3c27d581508ea3c29adbc9d76f22ff3f&pid=1-s2.0-S0022103121001220-main.pdf,Research article
Stealing thunder: The influence of confession specificity and transgression severity,https://www.sciencedirect.com/science/article/pii/S0022103121001219,"Andrew Nguyen, Joshua J. Guyer, Leandre R. Fabrigar",https://www.sciencedirect.com/science/article/pii/S0022103121001219/pdfft?md5=5c4e29e825a97073165d253d8dc96de6&pid=1-s2.0-S0022103121001219-main.pdf,Research article
Viewing leisure as wasteful undermines enjoyment,https://www.sciencedirect.com/science/article/pii/S0022103121001013,"Gabriela N. Tonietto, Selin A. Malkoc, Rebecca Walker Reczek, Michael I. Norton",https://www.sciencedirect.com/science/article/pii/S0022103121001013/pdfft?md5=a012702e24a48d7a7c3c7db74d3accde&pid=1-s2.0-S0022103121001013-main.pdf,Research article
Numbing or sensitization? Replications and extensions of Fetherstonhaugh et al. (1997)'s “Insensitivity to the Value of Human Life”,https://www.sciencedirect.com/science/article/pii/S0022103121001256,"Ignazio Ziano, Qinyu Xiao, Siu Kit Yeung, Cho Yan Wong, ... Gilad Feldman",https://www.sciencedirect.com/science/article/pii/S0022103121001256/pdfft?md5=1aab8e464a6794ddc0204655cf399dc3&pid=1-s2.0-S0022103121001256-main.pdf,Research article
Christian no more: Christian Americans are threatened by their impending minority status,https://www.sciencedirect.com/science/article/pii/S0022103121001268,"Rosemary L. Al-Kire, Michael H. Pasek, Jo-Ann Tsang, Wade C. Rowatt",https://www.sciencedirect.com/science/article/pii/S0022103121001268/pdfft?md5=e271dd724c618e725c190828ef049047&pid=1-s2.0-S0022103121001268-main.pdf,Research article
The primacy of communality in humanization,https://www.sciencedirect.com/science/article/pii/S002210312100127X,"Charles Chu, Ashley E. Martin",https://www.sciencedirect.com/science/article/pii/S002210312100127X/pdfft?md5=265b382e2106522325ee3b54eb338604&pid=1-s2.0-S002210312100127X-main.pdf,Research article
Strategies for disclosing a concealable stigma: Facts and feelings?,https://www.sciencedirect.com/science/article/pii/S0022103121000901,"Ines Jurcevic, Lauren H. Wong, Christine Dunkel Schetter, Jenessa R. Shapiro",https://www.sciencedirect.com/science/article/pii/S0022103121000901/pdfft?md5=f3be9761b43d98a54b754f1f7b663aae&pid=1-s2.0-S0022103121000901-main.pdf,Case report
Framing an altruistic action in periodic (versus aggregate) terms reduces people's moral evaluation of the act and the actor,https://www.sciencedirect.com/science/article/pii/S0022103121001086,Shankha Basu,https://www.sciencedirect.com/science/article/pii/S0022103121001086/pdfft?md5=b0c3f0e9dc66d1dcb37f914b45cd4478&pid=1-s2.0-S0022103121001086-main.pdf,Case report
Ripple effects: Can information about the collective impact of individual actions boost perceived efficacy about climate change?,https://www.sciencedirect.com/science/article/pii/S0022103121001207,"Matthew J. Hornsey, Cassandra M. Chapman, Dexter M. Oelrichs",https://www.sciencedirect.com/science/article/pii/S0022103121001207/pdfft?md5=d921fd407776ef603f6b43fe88da78ca&pid=1-s2.0-S0022103121001207-main.pdf,Research article
Beyond doubt in a dangerous world: The effect of existential threats on the certitude of societal discourse,https://www.sciencedirect.com/science/article/pii/S0022103121001244,"Almog Simchon, Chaya Turkin, Tal Svoray, Itai Kloog, ... Michael Gilead",https://www.sciencedirect.com/science/article/pii/S0022103121001244/pdfft?md5=42ccb4ccf7fefc7be1848835c4302853&pid=1-s2.0-S0022103121001244-main.pdf,Research article
Climate change threats increase modern racism as a function of social dominance orientation and ingroup identification,https://www.sciencedirect.com/science/article/pii/S0022103121001311,"Fatih Uenal, Jim Sidanius, Jon Roozenbeek, Sander van der Linden",https://www.sciencedirect.com/science/article/pii/S0022103121001311/pdfft?md5=4c0882bcbac6845e4e35c5c6b4252f64&pid=1-s2.0-S0022103121001311-main.pdf,Research article
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103121001633,,https://www.sciencedirect.com/science/article/pii/S0022103121001633/pdfft?md5=332fec67ceb2a3fc6718b486c2be1dbe&pid=1-s2.0-S0022103121001633-main.pdf,N/A
Learning to judge a book by its cover: Rapid acquisition of facial stereotypes,https://www.sciencedirect.com/science/article/pii/S0022103121001281,"Kao-Wei Chua, Jonathan B. Freeman",https://www.sciencedirect.com/science/article/pii/S0022103121001281/pdfft?md5=6b455bf02512e7d7ebdf4f0a0f82572c&pid=1-s2.0-S0022103121001281-main.pdf,Research article
Disadvantaged group activists' attitudes toward advantaged group allies in social movements,https://www.sciencedirect.com/science/article/pii/S0022103121001293,"Jun Won Park, Preeti Vani, Sidney Saint-Hilaire, Michael W. Kraus",https://www.sciencedirect.com/science/article/pii/S0022103121001293/pdfft?md5=c1867fc8912297e825dc342b785ee2de&pid=1-s2.0-S0022103121001293-main.pdf,Research article
"Simulation induces durable, extensive changes to self-knowledge",https://www.sciencedirect.com/science/article/pii/S0022103121001323,"Jordan Rubin-McGregor, Zidong Zhao, Diana I. Tamir",https://www.sciencedirect.com/science/article/pii/S0022103121001323/pdfft?md5=12b076ac223c0ccc96e24a44a7d21c3f&pid=1-s2.0-S0022103121001323-main.pdf,Research article
"Cognitive processes behind the shooter bias: Dissecting response bias, motor preparation and information accumulation",https://www.sciencedirect.com/science/article/pii/S0022103121001335,"Marius Frenken, Wanja Hemmerich, David Izydorczyk, Sophie Scharf, Roland Imhoff",https://www.sciencedirect.com/science/article/pii/S0022103121001335/pdfft?md5=b30993f29efe8a89743da7aa07c3bc94&pid=1-s2.0-S0022103121001335-main.pdf,Research article
Dominant groups support digressive victimhood claims to counter accusations of discrimination,https://www.sciencedirect.com/science/article/pii/S0022103121001360,"Felix Danbold, Ivuoma N. Onyeador, Miguel M. Unzueta",https://www.sciencedirect.com/science/article/pii/S0022103121001360/pdfft?md5=064e07d9f44af89a17176fe96a3baecf&pid=1-s2.0-S0022103121001360-main.pdf,Research article
The partisan trade-off bias: When political polarization meets policy trade-offs,https://www.sciencedirect.com/science/article/pii/S0022103121001347,"Daniela Goya-Tocchetto, Aaron C. Kay, Heidi Vuletich, Andrew Vonasch, Keith Payne",https://www.sciencedirect.com/science/article/pii/S0022103121001347/pdfft?md5=3502f18ccc0e288cf43698b4cf60b68e&pid=1-s2.0-S0022103121001347-main.pdf,Research article
"Safe here, but unsafe there? Institutional signals of identity safety also signal prejudice in the broader environment",https://www.sciencedirect.com/science/article/pii/S0022103121001359,"Izzy Gainsburg, Allison Earl",https://www.sciencedirect.com/science/article/pii/S0022103121001359/pdfft?md5=3d9634fd80d3f87b56594733cef02aec&pid=1-s2.0-S0022103121001359-main.pdf,Research article
Gender representation cues labels of hard and soft sciences,https://www.sciencedirect.com/science/article/pii/S0022103121001372,"Alysson E. Light, Tessa M. Benson-Greenwald, Amanda B. Diekman",https://www.sciencedirect.com/science/article/pii/S0022103121001372/pdfft?md5=6347bc6ab9d65e087e1edc5ae7147a45&pid=1-s2.0-S0022103121001372-main.pdf,Research article
Sequential decision-making impacts moral judgment: How iterative dilemmas can expand our perspective on sacrificial harm,https://www.sciencedirect.com/science/article/pii/S0022103121001475,"D.H. Bostyn, A. Roets",https://www.sciencedirect.com/science/article/pii/S0022103121001475/pdfft?md5=851aa00c9ee7e11993a99e078c34befd&pid=1-s2.0-S0022103121001475-main.pdf,Research article
Fairness decision-making of opportunity equity in gain and loss contexts,https://www.sciencedirect.com/science/article/pii/S0022103121001463,"Zhong Yang, Ya Zheng, Chunsheng Wang, Xinyu Lai, ... Xun Liu",https://www.sciencedirect.com/science/article/pii/S0022103121001463/pdfft?md5=7aeb6bf10670bd683a1009af93fcba3a&pid=1-s2.0-S0022103121001463-main.pdf,Research article
"Conceptual metaphors, processing fluency, and aesthetic preference",https://www.sciencedirect.com/science/article/pii/S0022103121001505,"Lynn Zhang, Mohammad Atari, Norbert Schwarz, Eryn J. Newman, Reza Afhami",https://www.sciencedirect.com/science/article/pii/S0022103121001505/pdfft?md5=0840371d057c2e378ab001e469a56adb&pid=1-s2.0-S0022103121001505-main.pdf,Research article
Yesterday's great expectations: Metamemory and retrospective subjective duration,https://www.sciencedirect.com/science/article/pii/S0022103121001451,"Alex Kaju, Sam J. Maglio",https://www.sciencedirect.com/science/article/pii/S0022103121001451/pdfft?md5=b1a18d520b3ebf930922e63d8d971e4f&pid=1-s2.0-S0022103121001451-main.pdf,Research article
Changing impressions in competence-oriented domains: The primacy of morality endures,https://www.sciencedirect.com/science/article/pii/S0022103121001499,"Andrew Luttrell, Simona Sacchi, Marco Brambilla",https://www.sciencedirect.com/science/article/pii/S0022103121001499/pdfft?md5=27721a52e1166a2795038b91f1a20468&pid=1-s2.0-S0022103121001499-main.pdf,Research article
Making inferential leaps: Manipulation checks and the road towards strong inference,https://www.sciencedirect.com/science/article/pii/S0022103121001542,Stefan L.K. Gruijters,https://www.sciencedirect.com/science/article/pii/S0022103121001542/pdfft?md5=a2d70011ed189a897da0f82ee7e6ea16&pid=1-s2.0-S0022103121001542-main.pdf,Research article
Has social psychology lost touch with reality? Exploring public perceptions of the realism and consequentiality of social psychological research,https://www.sciencedirect.com/science/article/pii/S002210312100158X,"Dylan S. Campbell, Anna-Kaisa Reiman",https://www.sciencedirect.com/science/article/pii/S002210312100158X/pdfft?md5=9b9d735eb7fbe87f694d32fd0602e9e0&pid=1-s2.0-S002210312100158X-main.pdf,Research article
Resource scarcity compromises explore-exploit decision-making,https://www.sciencedirect.com/science/article/pii/S0022103121001578,"Shou-An A. Chang, Julian Jara-Ettinger, Arielle Baskin-Sommers",https://www.sciencedirect.com/science/article/pii/S0022103121001578/pdfft?md5=27fd4cdc582657f6de6c955af841d479&pid=1-s2.0-S0022103121001578-main.pdf,Research article
People overestimate the self-presentation costs of deadline extension requests,https://www.sciencedirect.com/science/article/pii/S0022103121001566,"Ashley V. Whillans, Jaewon Yoon, Grant Donnelly",https://www.sciencedirect.com/science/article/pii/S0022103121001566/pdfft?md5=e3bb5a7d1526aa52221fa560f907e367&pid=1-s2.0-S0022103121001566-main.pdf,Research article
"Hate and meaning in life: How collective, but not personal, hate quells threat and spurs meaning in life",https://www.sciencedirect.com/science/article/pii/S002210312100130X,"Abdo Elnakouri, Candice Hubley, Ian McGregor",https://www.sciencedirect.com/science/article/pii/S002210312100130X/pdfft?md5=7cd0c96f9fb169df7fe6c5641d0a6850&pid=1-s2.0-S002210312100130X-main.pdf,Research article
Do it for others! The role of family and national group social belongingness in engaging with COVID-19 preventive health behaviors,https://www.sciencedirect.com/science/article/pii/S002210312100144X,"Gaëlle Marinthe, Genavee Brown, Thibault Jaubert, Peggy Chekroun",https://www.sciencedirect.com/science/article/pii/S002210312100144X/pdfft?md5=7f91bb9266caf3e143fd49bda47bb7ae&pid=1-s2.0-S002210312100144X-main.pdf,Research article
The impact of economic inequality on conspiracy beliefs,https://www.sciencedirect.com/science/article/pii/S0022103121001487,"Bruno Gabriel Salvador Casara, Caterina Suitner, Jolanda Jetten",https://www.sciencedirect.com/science/article/pii/S0022103121001487/pdfft?md5=3b482414dd3d1d3b51eb93cfc0c4e6a3&pid=1-s2.0-S0022103121001487-main.pdf,Research article
How economic inequality shapes social class stereotyping,https://www.sciencedirect.com/science/article/pii/S0022103121001517,"Porntida Tanjitpiyanond, Jolanda Jetten, Kim Peters",https://www.sciencedirect.com/science/article/pii/S0022103121001517/pdfft?md5=4be82bab053eecd5624c185560a9aff6&pid=1-s2.0-S0022103121001517-main.pdf,Research article
Investigating the identification-prejudice link through the lens of national narcissism: The role of defensive group beliefs,https://www.sciencedirect.com/science/article/pii/S0022103121001554,"Paul Bertin, Gaëlle Marinthe, Mikey Biddlestone, Sylvain Delouvée",https://www.sciencedirect.com/science/article/pii/S0022103121001554/pdfft?md5=beb9c1e6ce8d70718137a46bee61d3c9&pid=1-s2.0-S0022103121001554-main.pdf,Research article
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103122000130,,https://www.sciencedirect.com/science/article/pii/S0022103122000130/pdfft?md5=f8267d9c764a939a60a922f6f9f5594c&pid=1-s2.0-S0022103122000130-main.pdf,N/A
Valedictory editorial,https://www.sciencedirect.com/science/article/pii/S0022103121001748,Roger Giner-Sorolla,https://www.sciencedirect.com/science/article/pii/S0022103121001748/pdfft?md5=f8782b0d7430641fbedb6ae5eb66770c&pid=1-s2.0-S0022103121001748-main.pdf,Editorial
Endeavoring towards an experimental social psychology for all,https://www.sciencedirect.com/science/article/pii/S0022103121001736,Nicholas O. Rule,https://www.sciencedirect.com/science/article/pii/S0022103121001736/pdfft?md5=81d239f4b8a03dd448e4b4da74fdcaed&pid=1-s2.0-S0022103121001736-main.pdf,Editorial
‘The best is yet to come’: Examining the affective and motivational implications of reflective and evaluative thinking about a brighter future life,https://www.sciencedirect.com/science/article/pii/S0022103121001529,"Lauren Kremble, Michael A. Busseri",https://www.sciencedirect.com/science/article/pii/S0022103121001529/pdfft?md5=d74f66ad276c78a93cac22fa5ba6d230&pid=1-s2.0-S0022103121001529-main.pdf,Research article
Moral impressions and presumed moral choices: Perceptions of how moral exemplars resolve moral dilemmas,https://www.sciencedirect.com/science/article/pii/S0022103121001682,Bertram Gawronski,https://www.sciencedirect.com/science/article/pii/S0022103121001682/pdfft?md5=e0bc8c5d06cac5da8a9e4909d3f9dbb5&pid=1-s2.0-S0022103121001682-main.pdf,Research article
The threat of a majority-minority U.S. alters white Americans' perception of race,https://www.sciencedirect.com/science/article/pii/S0022103121001694,"Amy R. Krosch, Suzy J. Park, Jesse Walker, Ari R. Lisner",https://www.sciencedirect.com/science/article/pii/S0022103121001694/pdfft?md5=255996a8b1eb896bec299d0eb53b87a1&pid=1-s2.0-S0022103121001694-main.pdf,Research article
A 2 × 2 model of sociocognitive conflict regulation,https://www.sciencedirect.com/science/article/pii/S0022103121001724,"You-kyung Lee, Cary J. Roseth",https://www.sciencedirect.com/science/article/pii/S0022103121001724/pdfft?md5=9980cdc4cb9abe68042474688beb9af6&pid=1-s2.0-S0022103121001724-main.pdf,Research article
"Faster, stronger, and more obligatory?A temporal analysis of negative (versus positive) emotional reactions",https://www.sciencedirect.com/science/article/pii/S002210312100175X,"Roberta L. Irvin, Robert J. Klein, Michael D. Robinson",https://www.sciencedirect.com/science/article/pii/S002210312100175X/pdfft?md5=604f076bdefdaae41df3bd339104a671&pid=1-s2.0-S002210312100175X-main.pdf,Research article
Group value learned through interactions with members: A reinforcement learning account,https://www.sciencedirect.com/science/article/pii/S0022103121001700,"Leor M. Hackel, Drew Kogon, David M. Amodio, Wendy Wood",https://www.sciencedirect.com/science/article/pii/S0022103121001700/pdfft?md5=1322e3fbd83b0b0d58678231c9e03c6a&pid=1-s2.0-S0022103121001700-main.pdf,Research article
How cognitive issue bracketing affects interdependent decision-making in negotiations,https://www.sciencedirect.com/science/article/pii/S0022103121001712,"Marco Warsitzka, Hong Zhang, David D. Loschelder, Johann M. Majer, Roman Trötschel",https://www.sciencedirect.com/science/article/pii/S0022103121001712/pdfft?md5=29ddd3ab9973e4678b52f05c28fddd2c&pid=1-s2.0-S0022103121001712-main.pdf,Research article
To whom should I turn? Intergroup social connections moderate social exclusion's short- and long-term psychological impact on immigrants,https://www.sciencedirect.com/science/article/pii/S0022103121001785,"Marco Marinucci, Davide Mazzoni, Luca Pancani, Paolo Riva",https://www.sciencedirect.com/science/article/pii/S0022103121001785/pdfft?md5=5bb2d5ef32c7032899c5d596680f0a29&pid=1-s2.0-S0022103121001785-main.pdf,Research article
Application of sentence-level text analysis: The role of emotion in an experimental learning intervention,https://www.sciencedirect.com/science/article/pii/S0022103121001815,Manyu Li,https://www.sciencedirect.com/science/article/pii/S0022103121001815/pdfft?md5=441ebb1e84446437c738c82a74d804c6&pid=1-s2.0-S0022103121001815-main.pdf,Research article
Imagined empathy and anger intensity: Distinct emotional implications of perceiving that a close versus distant other is privy to an anger-inducing experience,https://www.sciencedirect.com/science/article/pii/S0022103121001797,"Jacquie D. Vorauer, Corey Petsnik",https://www.sciencedirect.com/science/article/pii/S0022103121001797/pdfft?md5=2493758d1c09ce925a7ba6c093e92180&pid=1-s2.0-S0022103121001797-main.pdf,Research article
Stereotyping at the intersection of race and weight: Diluted threat stereotyping of obese Black men,https://www.sciencedirect.com/science/article/pii/S0022103121001773,"Mattea Sim, Steven M. Almaraz, Kurt Hugenberg",https://www.sciencedirect.com/science/article/pii/S0022103121001773/pdfft?md5=92bff7257d84fc67b088c931ef991763&pid=1-s2.0-S0022103121001773-main.pdf,Research article
The articulatory in-out effect: Driven by articulation fluency?,https://www.sciencedirect.com/science/article/pii/S0022103121001761,"Moritz Ingendahl, Tobias Vogel, Michaela Wänke",https://www.sciencedirect.com/science/article/pii/S0022103121001761/pdfft?md5=28ecef2aad48b845b099f26c228ecd1b&pid=1-s2.0-S0022103121001761-main.pdf,Case report
The interplay between individual and collective efforts in the age of global threats,https://www.sciencedirect.com/science/article/pii/S0022103121001591,"Johannes Klackl, Janine Stollberg, Immo Fritsche, Simon Schindler, Eva Jonas",https://www.sciencedirect.com/science/article/pii/S0022103121001591/pdfft?md5=3b329b3cdd4d585e9ac72ff989ffc2d1&pid=1-s2.0-S0022103121001591-main.pdf,Editorial
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103122000385,,https://www.sciencedirect.com/science/article/pii/S0022103122000385/pdfft?md5=ad05f3ff3012fbfdc82dae3491f82173&pid=1-s2.0-S0022103122000385-main.pdf,N/A
"“We built it” in the past, but “let's build it together” in the future: The roles of temporal framing and social justice orientation in shaping attributions for personal success",https://www.sciencedirect.com/science/article/pii/S0022103121001530,Daniel R. Rovenpor,https://www.sciencedirect.com/science/article/pii/S0022103121001530/pdfft?md5=0298775dcd206ee13e5b1c7ad06789f9&pid=1-s2.0-S0022103121001530-main.pdf,Research article
Belief system networks can be used to predict where to expect dynamic constraint,https://www.sciencedirect.com/science/article/pii/S0022103121001827,"Felicity M. Turner-Zwinkels, Mark J. Brandt",https://www.sciencedirect.com/science/article/pii/S0022103121001827/pdfft?md5=ea133b4a4e25150ccd9ad0f7d1df390f&pid=1-s2.0-S0022103121001827-main.pdf,Research article
Attitude similarity and interpersonal liking: A dominance of positive over negative attitudes,https://www.sciencedirect.com/science/article/pii/S0022103121001840,"Tabea J. Zorn, André Mata, Hans Alves",https://www.sciencedirect.com/science/article/pii/S0022103121001840/pdfft?md5=a8ca49e42ea94a6be8d9f267cfb9196c&pid=1-s2.0-S0022103121001840-main.pdf,Research article
The myth of the extra mile: Psychological processes and neural mechanisms underlying overcompensation effects,https://www.sciencedirect.com/science/article/pii/S0022103122000014,"Tessa Haesevoets, Alain Van Hiel, David De Cremer, Jeroen Delplanque, ... Frank Van Overwalle",https://www.sciencedirect.com/science/article/pii/S0022103122000014/pdfft?md5=60519e149a7d171d94cd33611dbb52a4&pid=1-s2.0-S0022103122000014-main.pdf,Research article
Differences in faces do make a difference: Diversity perceptions and preferences in faces,https://www.sciencedirect.com/science/article/pii/S0022103121001803,"Mariela E. Jaffé, Loris Jeitziner, Matthias D. Keller, Mirella Walker",https://www.sciencedirect.com/science/article/pii/S0022103121001803/pdfft?md5=beb62537a46049a4f26f8810c5b3ed5a&pid=1-s2.0-S0022103121001803-main.pdf,Research article
"One for me, two for you: Agency increases children's satisfaction with disadvantageous inequity",https://www.sciencedirect.com/science/article/pii/S0022103122000051,"Tom Gordon-Hecker, Alex Shaw, Shoham Choshen-Hillel",https://www.sciencedirect.com/science/article/pii/S0022103122000051/pdfft?md5=cef05809728315572cfe064328bad6fd&pid=1-s2.0-S0022103122000051-main.pdf,Research article
Reflexive or reflective? Group bias in third-party punishment in Chinese and Western cultures,https://www.sciencedirect.com/science/article/pii/S0022103122000038,"Ziyan Guo, Rui Guo, Chengyi Xu, Zhen Wu",https://www.sciencedirect.com/science/article/pii/S0022103122000038/pdfft?md5=a752ced9a1f512b64467bb6bf65eba96&pid=1-s2.0-S0022103122000038-main.pdf,Research article
Late-action effect: Heightened counterfactual potency and perceived outcome reversibility make actions closer to a definitive outcome seem more causally impactful,https://www.sciencedirect.com/science/article/pii/S0022103122000099,"Ignazio Ziano, Mario Pandelaere",https://www.sciencedirect.com/science/article/pii/S0022103122000099/pdfft?md5=0871bbc709480489a8ac2870ce680669&pid=1-s2.0-S0022103122000099-main.pdf,Research article
Understanding the role of faces in person perception: Increased reliance on facial appearance when judging sociability,https://www.sciencedirect.com/science/article/pii/S0022103122000075,"Bastian Jaeger, Anthony M. Evans, Mariëlle Stel, Ilja van Beest",https://www.sciencedirect.com/science/article/pii/S0022103122000075/pdfft?md5=fe71fdda354899eac6c0027eeebea53c&pid=1-s2.0-S0022103122000075-main.pdf,Research article
Revisiting dissociation hypotheses with a structural fit approach: The case of the prepared reflex framework,https://www.sciencedirect.com/science/article/pii/S0022103122000166,"Jérémy Béna, David E. Melnikoff, Adrien Mierop, Olivier Corneille",https://www.sciencedirect.com/science/article/pii/S0022103122000166/pdfft?md5=549deadc08c08aab6f265bf195845b59&pid=1-s2.0-S0022103122000166-main.pdf,Research article
Registered report: Moderators of the relationship between implicit and explicit measures of evaluation and identification,https://www.sciencedirect.com/science/article/pii/S0022103121001839,"Kathleen Schmidt, Erin M. Buchanan, Braeden F. Hall",https://www.sciencedirect.com/science/article/pii/S0022103121001839/pdfft?md5=5e3b8313202eb1c7024348f18746139e&pid=1-s2.0-S0022103121001839-main.pdf,Research article
The relationship between power and secrecy,https://www.sciencedirect.com/science/article/pii/S0022103122000191,"Shane Schweitzer, Rachel L. Ruttan, Adam Waytz",https://www.sciencedirect.com/science/article/pii/S0022103122000191/pdfft?md5=5ee4706f83b221f973843bad6bd621f8&pid=1-s2.0-S0022103122000191-main.pdf,Research article
Social class predicts preference for competent politicians,https://www.sciencedirect.com/science/article/pii/S0022103122000178,"Bennett Callaghan, Michael W. Kraus, John F. Dovidio",https://www.sciencedirect.com/science/article/pii/S0022103122000178/pdfft?md5=b55761e2a2bd3cd227e6422354a43680&pid=1-s2.0-S0022103122000178-main.pdf,Research article
The way they look: Phenotypic prototypicality shapes the perceived intergroup attitudes of in- and out-group members,https://www.sciencedirect.com/science/article/pii/S0022103122000221,"Jonas R. Kunst, John F. Dovidio, April H. Bailey, Milan Obaidi",https://www.sciencedirect.com/science/article/pii/S0022103122000221/pdfft?md5=314ac4c826db8035bbd69dbb9209a431&pid=1-s2.0-S0022103122000221-main.pdf,Research article
Class attitudes and the American work ethic: Praise for the hardworking poor and derogation of the lazy rich,https://www.sciencedirect.com/science/article/pii/S0022103122000208,"Mackenzie Ess, Sara E. Burke",https://www.sciencedirect.com/science/article/pii/S0022103122000208/pdfft?md5=2673c7fd656289a42349ba0d10bc88a9&pid=1-s2.0-S0022103122000208-main.pdf,Research article
"Applied to video game violence, maximal positive controls is far from even a minimal demonstration: Comment on ()",https://www.sciencedirect.com/science/article/pii/S0022103121001037,"Brad J. Bushman, Youssef Hasan, Laurent Bègue",https://www.sciencedirect.com/science/article/pii/S0022103121001037/pdfft?md5=5551b1365e6b77fbeb0bcee04eba93d9&pid=1-s2.0-S0022103121001037-main.pdf,Research article
Still too good to be true: Reply to,https://www.sciencedirect.com/science/article/pii/S0022103122000087,Joseph Hilgard,https://www.sciencedirect.com/science/article/pii/S0022103122000087/pdfft?md5=ee01d00e5c81cb4391760a33368f6c01&pid=1-s2.0-S0022103122000087-main.pdf,Research article
The good and bad of a reputation: Race and punishment in K-12 schools,https://www.sciencedirect.com/science/article/pii/S0022103122000063,"Amanda D. Perez, Jason A. Okonofua",https://www.sciencedirect.com/science/article/pii/S0022103122000063/pdfft?md5=8f5e94a529bdf0131119f1747c47f31c&pid=1-s2.0-S0022103122000063-main.pdf,Case report
Are implicit attitudes toward dishonesty associated with self-serving dishonesty? Implications for the reliability of the IAT,https://www.sciencedirect.com/science/article/pii/S002210312200004X,"Hirokazu Hatta, Ryuhei Ueda, Hiroshi Ashida, Nobuhito Abe",https://www.sciencedirect.com/science/article/pii/S002210312200004X/pdfft?md5=09361022180f916ff2237c0b9d54b0ba&pid=1-s2.0-S002210312200004X-main.pdf,Case report
"Power, constraint, and cooperation in groups: The role of communication",https://www.sciencedirect.com/science/article/pii/S0022103122000026,"Jennifer E Dannals, Eliran Halali, Shirli Kopelman, Nir Halevy",https://www.sciencedirect.com/science/article/pii/S0022103122000026/pdfft?md5=4734bc59aec3b3b380f39f1322e07b6a&pid=1-s2.0-S0022103122000026-main.pdf,Case report
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0022103122000841,,https://www.sciencedirect.com/science/article/pii/S0022103122000841/pdfft?md5=d5d01822162e81b58242265870e54913&pid=1-s2.0-S0022103122000841-main.pdf,N/A
"Out of sight, out of mind: The emotional determinant of “harmful inaction” intergroup conflict",https://www.sciencedirect.com/science/article/pii/S0022103122000233,"Julia Elad-Strenger, Michal Reifen Tagar, Thomas Kessler, Yossi Hasson, ... Eran Halperin",https://www.sciencedirect.com/science/article/pii/S0022103122000233/pdfft?md5=0b980685580c62f98b0f6bf9ba039e4a&pid=1-s2.0-S0022103122000233-main.pdf,Research article
Belief in divine moral authority satisfies the psychological need for structure and increases in the face of perceived injustice,https://www.sciencedirect.com/science/article/pii/S002210312200021X,"Matthew L. Stanley, Aaron C. Kay",https://www.sciencedirect.com/science/article/pii/S002210312200021X/pdfft?md5=fe17c1fe347234a7feda36eb2aa3bacd&pid=1-s2.0-S002210312200021X-main.pdf,Research article
Legal descriptions of police officers affect how citizens judge them,https://www.sciencedirect.com/science/article/pii/S0022103122000257,"Mikaela Spruill, Neil A. Lewis",https://www.sciencedirect.com/science/article/pii/S0022103122000257/pdfft?md5=bbe16b8cd36268ac68e5632f60f9a0e5&pid=1-s2.0-S0022103122000257-main.pdf,Research article
"How morality signals, benefits, binds, and teaches",https://www.sciencedirect.com/science/article/pii/S0022103122000324,"N.C. Carnes, B. Allmon, J. Alva, K.A. Cousar, Z.D. Varnam",https://www.sciencedirect.com/science/article/pii/S0022103122000324/pdfft?md5=ac8a2b9a0aa76d1f3d23b2eb403ef16f&pid=1-s2.0-S0022103122000324-main.pdf,Research article
What does being hard on yourself communicate to others? The role of symbolic implications of self-punishment in attributions of remorse,https://www.sciencedirect.com/science/article/pii/S0022103122000245,"Stefanie Hechler, Michael Wenzel, Lydia Woodyatt, Melissa de Vel-Palumbo",https://www.sciencedirect.com/science/article/pii/S0022103122000245/pdfft?md5=91eadda6f1b84b16c44d952d01c60183&pid=1-s2.0-S0022103122000245-main.pdf,Research article
