Journal,Volume,Issue,Publication Year,Title,Authors,Pages,Type,DOI,PDF Link
Journal of Experimental Psychology: General,152,7,2023,Task features change the relation between math anxiety and number line estimation performance with rational numbers: Two large-scale online studies.,"Mielicki, Marta K.; Wilkey, Eric D.; Scheibe, Daniel A.; Fitzsimmons, Charles J.; Sidney, Pooja G.; Bellon, Elien; Ribner, Andrew D.; Soltanlou, Mojtaba; Starling-Alves, Isabella; Coolen, Ilse; Ansari, Daniel; Thompson, Clarissa A.",2094-2094-2117,Articles,https://doi.org/10.1037/xge0001382,https://psycnet.apa.orgxge/152/7/2094.pdf
Journal of Experimental Psychology: General,152,7,2023,For whom do boundaries become restrictions? The role of political orientation.,"Jin, Jianna; Malkoc, Selin A.; Fazio, Russell H.",2118-2118-2124,Brief Report,https://doi.org/10.1037/xge0001361,https://psycnet.apa.orgxge/152/7/2118.pdf
Journal of Experimental Psychology: General,152,8,2023,Explicit attentional goals unlock implicit spatial statistical learning.,"Zhang, Ziyao; Carlisle, Nancy B.",2125-2125-2137,Articles,https://doi.org/10.1037/xge0001368,https://psycnet.apa.orgxge/152/8/2125.pdf
Journal of Experimental Psychology: General,152,8,2023,Are we smart enough to remember how smart animals are?,"Leach, Stefan; Sutton, Robbie M.; Dhont, Kristof; Douglas, Karen M.; Bergström, Zara M.",2138-2138-2159,Articles,https://doi.org/10.1037/xge0001401,https://psycnet.apa.orgxge/152/8/2138.pdf
Journal of Experimental Psychology: General,152,8,2023,Not what u expect: Effects of prediction errors on item memory.,"Ortiz-Tudela, Javier; Nolden, Sophie; Pupillo, Francesco; Ehrlich, Isabelle; Schommartz, Iryna; Turan, Gözem; Shing, Yee Lee",2160-2160-2176,Articles,https://doi.org/10.1037/xge0001367,https://psycnet.apa.orgxge/152/8/2160.pdf
Journal of Experimental Psychology: General,152,8,2023,Expectations about precision bias metacognition and awareness.,"Olawole-Scott, Helen; Yon, Daniel",2177-2177-2189,Articles,https://doi.org/10.1037/xge0001371,https://psycnet.apa.orgxge/152/8/2177.pdf
Journal of Experimental Psychology: General,152,8,2023,Correction to Luzardo et al. (2023).,No authorship indicated,2189-2189,Other,https://doi.org/10.1037/xge0001474,https://psycnet.apa.orgxge/152/8/2189.pdf
Journal of Experimental Psychology: General,152,8,2023,How do people find pairs?,"Li, Aoqi; Chen, Zhenzhong; Wolfe, Jeremy M.; Olivers, Christian N. L.",2190-2190-2204,Articles,https://doi.org/10.1037/xge0001390,https://psycnet.apa.orgxge/152/8/2190.pdf
Journal of Experimental Psychology: General,152,8,2023,Truth sensitivity and partisan bias in responses to misinformation.,"Gawronski, Bertram; Ng, Nyx L.; Luke, Dillon M.",2205-2205-2236,Articles,https://doi.org/10.1037/xge0001381,https://psycnet.apa.orgxge/152/8/2205.pdf
Journal of Experimental Psychology: General,152,8,2023,Mental jenga: A counterfactual simulation model of causal judgments about physical support.,"Zhou, Liang; Smith, Kevin A.; Tenenbaum, Joshua B.; Gerstenberg, Tobias",2237-2237-2269,Articles,https://doi.org/10.1037/xge0001392,https://psycnet.apa.orgxge/152/8/2237.pdf
Journal of Experimental Psychology: General,152,8,2023,Crossmodal transfer of perceptual learning: Evidence from the recognition of first and second language characters in young children.,"Karim, A. K. M. Rezaul; Mizan, Tanzia; Himi, Samsad Afrin",2270-2270-2299,Articles,https://doi.org/10.1037/xge0001393,https://psycnet.apa.orgxge/152/8/2270.pdf
Journal of Experimental Psychology: General,152,8,2023,"Food approach dynamics in daily life: Speed and force of food approach movements fluctuate with hunger, but less so for people with high BMI.","Zech, Hilmar G.; van Dijk, Wilco W.; van Dillen, Lotte F.",2300-2300-2317,Articles,https://doi.org/10.1037/xge0001386,https://psycnet.apa.orgxge/152/8/2300.pdf
Journal of Experimental Psychology: General,152,8,2023,Comparing visual memories to similar visual inputs risks lasting memory distortion.,"Saito, Joseph M.; Duncan, Katherine; Fukuda, Keisuke",2318-2318-2330,Articles,https://doi.org/10.1037/xge0001400,https://psycnet.apa.orgxge/152/8/2318.pdf
Journal of Experimental Psychology: General,152,8,2023,Adaptation to walking direction in biological motion.,"Chen, Chang; Boyce, W. Paul; Palmer, Colin J.; Clifford, Colin W. G.",2331-2331-2344,Articles,https://doi.org/10.1037/xge0001404,https://psycnet.apa.orgxge/152/8/2331.pdf
Journal of Experimental Psychology: General,152,8,2023,"The idiosyncratic nature of how individuals perceive, represent, and remember their surroundings and its impact on learning-based generalization.","Zaman, Jonas; Yu, Kenny; Verheyen, Steven",2345-2345-2358,Articles,https://doi.org/10.1037/xge0001403,https://psycnet.apa.orgxge/152/8/2345.pdf
Journal of Experimental Psychology: General,152,8,2023,Similar-sounding words flesh out fuzzy meanings.,"Haslett, David A.; Cai, Zhenguang G.",2359-2359-2368,Articles,https://doi.org/10.1037/xge0001409,https://psycnet.apa.orgxge/152/8/2359.pdf
Journal of Experimental Psychology: General,152,8,2023,Nature and measurement of attention control.,"Burgoyne, Alexander P.; Tsukahara, Jason S.; Mashburn, Cody A.; Pak, Richard; Engle, Randall W.",2369-2369-2402,Articles,https://doi.org/10.1037/xge0001408,https://psycnet.apa.orgxge/152/8/2369.pdf
Journal of Experimental Psychology: General,152,8,2023,A literacy-related color-specific deficit in rapid automatized naming: Evidence from neurotypical completely illiterate and literate adults.,"Araújo, Susana; Narang, Vaishna; Misra, Deepshikha; Lohagun, Nishant; Khan, Ouroz; Singh, Anuradha; Mishra, Ramesh K.; Hervais-Adelman, Alexis; Huettig, Falk",2403-2403-2409,Brief Report,https://doi.org/10.1037/xge0001376,https://psycnet.apa.orgxge/152/8/2403.pdf
Journal of Experimental Psychology: General,152,9,2023,Gamified inoculation interventions do not improve discrimination between true and fake news: Reanalyzing existing research with receiver operating characteristic analysis.,"Modirrousta-Galian, Ariana; Higham, Philip A.",2411-2411-2437,Articles,https://doi.org/10.1037/xge0001395,https://psycnet.apa.orgxge/152/9/2411.pdf
Journal of Experimental Psychology: General,152,9,2023,Correction to Biderman et al. (2023).,No authorship indicated,2437-2437,Other,https://doi.org/10.1037/xge0001478,https://psycnet.apa.orgxge/152/9/2437.pdf
Journal of Experimental Psychology: General,152,9,2023,Ironic twists of sentence meaning can be signaled by forward move of prosodic stress.,"Larrouy-Maestri, Pauline; Kegel, Vanessa; Schlotz, Wolff; van Rijn, Pol; Menninghaus, Winfried; Poeppel, David",2438-2438-2462,Articles,https://doi.org/10.1037/xge0001377,https://psycnet.apa.orgxge/152/9/2438.pdf
Journal of Experimental Psychology: General,152,9,2023,When uncertainty in social contexts increases exploration and decreases obtained rewards.,"Plate, Rista C.; Ham, Huang; Jenkins, Adrianna C.",2463-2463-2478,Articles,https://doi.org/10.1037/xge0001410,https://psycnet.apa.orgxge/152/9/2463.pdf
Journal of Experimental Psychology: General,152,9,2023,The effect of Black–White income inequality on perceived interracial psychological outcomes via perceived interracial competition.,"Gordils, Jonathan; Jamieson, Jeremy P.; Elliot, Andrew J.",2479-2479-2503,Articles,https://doi.org/10.1037/xge0001418,https://psycnet.apa.orgxge/152/9/2479.pdf
Journal of Experimental Psychology: General,152,9,2023,Proactive suppression can be applied to multiple salient distractors in visual search.,"Drisdelle, Brandi Lee; Eimer, Martin",2504-2504-2519,Articles,https://doi.org/10.1037/xge0001398,https://psycnet.apa.orgxge/152/9/2504.pdf
Journal of Experimental Psychology: General,152,9,2023,Valence biases and emergence in the stereotype content of intersecting social categories.,"Nicolas, Gandalf; Fiske, Susan T.",2520-2520-2543,Articles,https://doi.org/10.1037/xge0001416,https://psycnet.apa.orgxge/152/9/2520.pdf
Journal of Experimental Psychology: General,152,9,2023,From local to global estimations of confidence in perceptual decisions.,"Cavalan, Quentin; Vergnaud, Jean-Christophe; de Gardelle, Vincent",2544-2544-2558,Articles,https://doi.org/10.1037/xge0001411,https://psycnet.apa.orgxge/152/9/2544.pdf
Journal of Experimental Psychology: General,152,9,2023,Sequential processing facilitates Hebb repetition learning in visuospatial domains.,"Ueda, Yoshiyuki; Huang, Tsung-Ren; Shen, Zixin; Sakata, Chifumi; Yeh, Su-Ling; Saito, Satoru",2559-2559-2577,Articles,https://doi.org/10.1037/xge0001406,https://psycnet.apa.orgxge/152/9/2559.pdf
Journal of Experimental Psychology: General,152,9,2023,"Bigram semantic distance as an index of continuous semantic flow in natural language: Theory, tools, and applications.","Reilly, Jamie; Finley, Ann Marie; Litovsky, Celia P.; Kenett, Yoed N.",2578-2578-2590,Articles,https://doi.org/10.1037/xge0001389,https://psycnet.apa.orgxge/152/9/2578.pdf
Journal of Experimental Psychology: General,152,9,2023,Quantifying cultural change: Gender bias in music.,"Boghrati, Reihane; Berger, Jonah",2591-2591-2602,Articles,https://doi.org/10.1037/xge0001412,https://psycnet.apa.orgxge/152/9/2591.pdf
Journal of Experimental Psychology: General,152,9,2023,Evaluation of the “rethink stress” mindset intervention: A metacognitive approach to changing mindsets.,"Crum, Alia J.; Santoro, Erik; Handley-Miner, Isaac; Smith, Eric N.; Evans, Kris; Moraveji, Neema; Achor, Shawn; Salovey, Peter",2603-2603-2622,Articles,https://doi.org/10.1037/xge0001396,https://psycnet.apa.orgxge/152/9/2603.pdf
Journal of Experimental Psychology: General,152,9,2023,Gestures cued by demonstratives in speech guide listeners’ visual attention during spatial language comprehension.,"Özer, Demet; Karadöller, Dilay Z.; Özyürek, Aslı; Göksun, Tilbe",2623-2623-2635,Articles,https://doi.org/10.1037/xge0001402,https://psycnet.apa.orgxge/152/9/2623.pdf
Journal of Experimental Psychology: General,152,9,2023,Do striking biases in mass inference reflect a flawed mental model of physics?,"Mitko, Alex; Fischer, Jason",2636-2636-2650,Articles,https://doi.org/10.1037/xge0001399,https://psycnet.apa.orgxge/152/9/2636.pdf
Journal of Experimental Psychology: General,152,9,2023,How well do laboratory-derived estimates of time preference predict real-world behaviors? Comparisons to four benchmarks.,"Bartels, Daniel M.; Li, Ye; Bharti, Soaham",2651-2651-2665,Articles,https://doi.org/10.1037/xge0001380,https://psycnet.apa.orgxge/152/9/2651.pdf
Journal of Experimental Psychology: General,152,9,2023,Building integrated representations through interleaved learning.,"Zhou, Zhenglong; Singh, Dhairyya; Tandoc, Marlie C.; Schapiro, Anna C.",2666-2666-2684,Articles,https://doi.org/10.1037/xge0001415,https://psycnet.apa.orgxge/152/9/2666.pdf
Journal of Experimental Psychology: General,152,9,2023,Effects of salience are long-lived and stubborn.,"Constant, Martin; Liesefeld, Heinrich R.",2685-2685-2694,Articles,https://doi.org/10.1037/xge0001420,https://psycnet.apa.orgxge/152/9/2685.pdf
Journal of Experimental Psychology: General,152,9,2023,"Stress, intertemporal choice, and mitigation behavior during the COVID-19 pandemic.","Agrawal, Mayank; Peterson, Joshua C.; Cohen, Jonathan D.; Griffiths, Thomas L.",2695-2695-2702,Brief Report,https://doi.org/10.1037/xge0001417,https://psycnet.apa.orgxge/152/9/2695.pdf
Journal of Experimental Psychology: General,152,10,2023,Human memory for real-world solid objects is not predicted by responses to image displays.,"Snow, Jacqueline C.; Gomez, Michael A.; Compton, Michael T.",2703-2703-2712,Articles,https://doi.org/10.1037/xge0001387,https://psycnet.apa.orgxge/152/10/2703.pdf
Journal of Experimental Psychology: General,152,10,2023,Generative visual common sense: Testing analysis-by-synthesis on Mondrian-style image.,"Tang, Ning; Gong, Siyi; Zhou, Jifan; Shen, Mowei; Gao, Tao",2713-2713-2734,Articles,https://doi.org/10.1037/xge0001413,https://psycnet.apa.orgxge/152/10/2713.pdf
Journal of Experimental Psychology: General,152,10,2023,Social metacognition drives willingness to commit.,"Kapetaniou, Georgia E.; Deroy, Ophelia; Soutschek, Alexander",2735-2735-2746,Articles,https://doi.org/10.1037/xge0001419,https://psycnet.apa.orgxge/152/10/2735.pdf
Journal of Experimental Psychology: General,152,10,2023,Economic inequality reduces sense of control and increases the acceptability of self-interested unethical behavior.,"To, Christopher; Wiwad, Dylan; Kouchaki, Maryam",2747-2747-2774,Articles,https://doi.org/10.1037/xge0001423,https://psycnet.apa.orgxge/152/10/2747.pdf
Journal of Experimental Psychology: General,152,10,2023,Repetition parallels in language and motor action: Evidence from tongue twisters and finger fumblers.,"Gussow, Arella E.; Weiss, Daniel J.; MacDonald, Maryellen C.",2775-2775-2792,Articles,https://doi.org/10.1037/xge0001421,https://psycnet.apa.orgxge/152/10/2775.pdf
Journal of Experimental Psychology: General,152,10,2023,Age differences in peritraumatic and posttraumatic processing.,"Green, Trudy A.; Johnco, Carly J.; Wuthrich, Viviana M.",2793-2793-2803,Articles,https://doi.org/10.1037/xge0001424,https://psycnet.apa.orgxge/152/10/2793.pdf
Journal of Experimental Psychology: General,152,10,2023,Transition dynamics shape mental state concepts.,"Thornton, Mark A.; Rmus, Milena; Vyas, Amisha D.; Tamir, Diana I.",2804-2804-2829,Articles,https://doi.org/10.1037/xge0001405,https://psycnet.apa.orgxge/152/10/2804.pdf
Journal of Experimental Psychology: General,152,10,2023,Perceived similarity explains beliefs about possibility.,"Goulding, Brandon W.; Friedman, Ori",2830-2830-2841,Articles,https://doi.org/10.1037/xge0001422,https://psycnet.apa.orgxge/152/10/2830.pdf
Journal of Experimental Psychology: General,152,10,2023,A unified explanation of variability and bias in human probability judgments: How computational noise explains the mean–variance signature.,"Sundh, Joakim; Zhu, Jian-Qiao; Chater, Nick; Sanborn, Adam",2842-2842-2860,Articles,https://doi.org/10.1037/xge0001414,https://psycnet.apa.orgxge/152/10/2842.pdf
Journal of Experimental Psychology: General,152,10,2023,Access to meaning from visual input: Object and word frequency effects in categorization behavior.,"Gregorová, Klara; Turini, Jacopo; Gagl, Benjamin; Võ, Melissa Le-Hoa",2861-2861-2881,Articles,https://doi.org/10.1037/xge0001342,https://psycnet.apa.orgxge/152/10/2861.pdf
Journal of Experimental Psychology: General,152,10,2023,Computational signatures of inequity aversion in children across seven societies.,"Amir, Dorsa; Melnikoff, David; Warneken, Felix; Blake, Peter R.; Corbit, John; Callaghan, Tara C.; Barry, Oumar; Bowie, Aleah; Kleutsch, Lauren; Kramer, Karen L.; Ross, Elizabeth; Vongsachang, Hurnan; Wrangham, Richard; McAuliffe, Katherine",2882-2882-2896,Articles,https://doi.org/10.1037/xge0001385,https://psycnet.apa.orgxge/152/10/2882.pdf
Journal of Experimental Psychology: General,152,10,2023,Correction to Amir et al. (2023).,No authorship indicated,2896-2896,Other,https://doi.org/10.1037/xge0001473,https://psycnet.apa.orgxge/152/10/2896.pdf
Journal of Experimental Psychology: General,152,10,2023,Cultivating concern for others: Meditation training and motivated engagement with human suffering.,"King, Brandon G.; Zanesco, Anthony P.; Skwara, Alea C.; Saron, Clifford D.",2897-2897-2924,Articles,https://doi.org/10.1037/xge0001431,https://psycnet.apa.orgxge/152/10/2897.pdf
Journal of Experimental Psychology: General,152,10,2023,Feature identity determines representation structure in working memory.,"Ricker, Timothy J.; Souza, Alessandra S.; Vergauwe, Evie",2925-2925-2940,Articles,https://doi.org/10.1037/xge0001427,https://psycnet.apa.orgxge/152/10/2925.pdf
Journal of Experimental Psychology: General,152,10,2023,Goal-directed recruitment of Pavlovian biases through selective visual attention.,"Algermissen, Johannes; den Ouden, Hanneke E. M.",2941-2941-2956,Articles,https://doi.org/10.1037/xge0001425,https://psycnet.apa.orgxge/152/10/2941.pdf
Journal of Experimental Psychology: General,152,10,2023,Sense of agency in social hierarchies.,"Schwarz, Katharina A.; Tonn, Solveig; Büttner, Johannes; Kunde, Wilfried; Pfister, Roland",2957-2957-2976,Articles,https://doi.org/10.1037/xge0001426,https://psycnet.apa.orgxge/152/10/2957.pdf
Journal of Experimental Psychology: General,152,10,2023,Emphasizing others’ persistence can promote unwarranted social inferences in children and adults.,"Amemiya, Jamie; Heyman, Gail D.; Walker, Caren M.",2977-2977-2988,Articles,https://doi.org/10.1037/xge0001428,https://psycnet.apa.orgxge/152/10/2977.pdf
Journal of Experimental Psychology: General,152,10,2023,Undervaluing the positive impact of kindness starts early.,"Echelbarger, Margaret; Epley, Nicholas",2989-2989-2994,Brief Report,https://doi.org/10.1037/xge0001433,https://psycnet.apa.orgxge/152/10/2989.pdf
Journal of Experimental Psychology: General,152,11,2023,I am what I am: The role of essentialist beliefs and neurodivergent identification on individuals’ self-efficacy.,"Lebrón-Cruz, Alexa; Orvell, Ariana",2995-2995-3001,Articles,https://doi.org/10.1037/xge0001457,https://psycnet.apa.orgxge/152/11/2995.pdf
Journal of Experimental Psychology: General,152,11,2023,Two modes of social impressions and their effects on choice.,"Hackel, Leor M.; Mende-Siedlecki, Peter",3002-3002-3020,Articles,https://doi.org/10.1037/xge0001432,https://psycnet.apa.orgxge/152/11/3002.pdf
Journal of Experimental Psychology: General,152,11,2023,The value of mere completion.,"Converse, Benjamin A.; Tsang, Shelly; Hennecke, Marie",3021-3021-3036,Articles,https://doi.org/10.1037/xge0001434,https://psycnet.apa.orgxge/152/11/3021.pdf
Journal of Experimental Psychology: General,152,11,2023,Decision criteria in signal detection model are not based on the objective likelihood ratio.,"Hu, Xiao; Yang, Chunliang; Luo, Liang",3037-3037-3057,Articles,https://doi.org/10.1037/xge0001438,https://psycnet.apa.orgxge/152/11/3037.pdf
Journal of Experimental Psychology: General,152,11,2023,Empathic stress in the mother–child dyad: Multimodal evidence for empathic stress in children observing their mothers during direct stress exposure.,"Blasberg, Jost Ulrich; Jost, Joana; Kanske, Philipp; Engert, Veronika",3058-3058-3073,Articles,https://doi.org/10.1037/xge0001430,https://psycnet.apa.orgxge/152/11/3058.pdf
Journal of Experimental Psychology: General,152,11,2023,An approximate representation of objects underlies physical reasoning.,"Li, Yichen; Wang, YingQiao; Boger, Tal; Smith, Kevin A.; Gershman, Samuel J.; Ullman, Tomer D.",3074-3074-3086,Articles,https://doi.org/10.1037/xge0001439,https://psycnet.apa.orgxge/152/11/3074.pdf
Journal of Experimental Psychology: General,152,11,2023,Episodic memory and sleep are involved in the maintenance of context-specific lexical information.,"Mak, Matthew H. C.; Curtis, Adam J.; Rodd, Jennifer M.; Gaskell, M. Gareth",3087-3087-3115,Articles,https://doi.org/10.1037/xge0001435,https://psycnet.apa.orgxge/152/11/3087.pdf
Journal of Experimental Psychology: General,152,11,2023,The role of political devotion in sharing partisan misinformation and resistance to fact-checking.,"Pretus, Clara; Servin-Barthet, Camila; Harris, Elizabeth A.; Brady, William J.; Vilarroya, Oscar; Van Bavel, Jay J.",3116-3116-3134,Articles,https://doi.org/10.1037/xge0001436,https://psycnet.apa.orgxge/152/11/3116.pdf
Journal of Experimental Psychology: General,152,11,2023,Unequal opportunities from the start: Socioeconomic disparities in classroom participation in preschool.,"Goudeau, Sébastien; Sanrey, Camille; Autin, Frédérique; Stephens, Nicole M.; Markus, Hazel R.; Croizet, Jean-Claude; Cimpian, Andrei",3135-3135-3152,Articles,https://doi.org/10.1037/xge0001437,https://psycnet.apa.orgxge/152/11/3135.pdf
Journal of Experimental Psychology: General,152,11,2023,Should leaders conform? Developmental evidence from the United States and China.,"Tian, Yuchen; Bian, Lin",3153-3153-3166,Articles,https://doi.org/10.1037/xge0001451,https://psycnet.apa.orgxge/152/11/3153.pdf
Journal of Experimental Psychology: General,152,11,2023,Knowledge updating in real-world estimation: Connecting hindsight bias and seeding effects.,"Groß, Julia; Kreis, Barbara K.; Blank, Hartmut; Pachur, Thorsten",3167-3167-3188,Articles,https://doi.org/10.1037/xge0001452,https://psycnet.apa.orgxge/152/11/3167.pdf
Journal of Experimental Psychology: General,152,11,2023,Outlier exclusion procedures for reaction time analysis: The cures are generally worse than the disease.,"Miller, Jeff",3189-3189-3217,Articles,https://doi.org/10.1037/xge0001450,https://psycnet.apa.orgxge/152/11/3189.pdf
Journal of Experimental Psychology: General,152,11,2023,Bilingual infants readily orient to novel visual stimuli.,"Singh, Leher; Kalashnikova, Marina; Quinn, Paul C.",3218-3218-3228,Articles,https://doi.org/10.1037/xge0001444,https://psycnet.apa.orgxge/152/11/3218.pdf
Journal of Experimental Psychology: General,152,11,2023,When fairness is not enough: The disproportionate contributions of the poor in a collective action problem.,"Malthouse, Eugene; Pilgrim, Charlie; Sgroi, Daniel; Hills, Thomas T.",3229-3229-3242,Articles,https://doi.org/10.1037/xge0001455,https://psycnet.apa.orgxge/152/11/3229.pdf
Journal of Experimental Psychology: General,152,11,2023,"“Uncertainty and predictiveness modulate attention in human predictive learning”: Correction to Chao, McGregor, and Sanderson (2020).",No authorship indicated,3242-3242,Other,https://doi.org/10.1037/xge0001032,https://psycnet.apa.orgxge/152/11/3242.pdf
Journal of Experimental Psychology: General,152,11,2023,Pitfall or pratfall? Behavioral differences in infant learning from falling.,"Han, Danyang; Cole, Whitney G.; Joh, Amy S.; Liu, Yueqiao; Robinson, Scott R.; Adolph, Karen E.",3243-3243-3265,Articles,https://doi.org/10.1037/xge0001453,https://psycnet.apa.orgxge/152/11/3243.pdf
Journal of Experimental Psychology: General,152,11,2023,Event segmentation structures temporal experience: Simultaneous dilation and contraction in rhythmic reproductions.,"Ongchoco, Joan Danielle K.; Yates, Tristan S.; Scholl, Brian J.",3266-3266-3276,Articles,https://doi.org/10.1037/xge0001447,https://psycnet.apa.orgxge/152/11/3266.pdf
Journal of Experimental Psychology: General,152,11,2023,Conscientiousness does not moderate the association between political ideology and susceptibility to fake news sharing.,"Lin, Hause; Rand, David G.; Pennycook, Gordon",3277-3277-3284,Brief Reports,https://doi.org/10.1037/xge0001467,https://psycnet.apa.orgxge/152/11/3277.pdf
Journal of Experimental Psychology: General,152,11,2023,Cognitive control across the lifespan: Congruency effects reveal divergent developmental trajectories.,"Erb, Christopher D.; Germine, Laura; Hartshorne, Joshua K.",3285-3285-3291,Brief Reports,https://doi.org/10.1037/xge0001429,https://psycnet.apa.orgxge/152/11/3285.pdf
Journal of Experimental Psychology: General,152,11,2023,Differential attentional costs of encoding specific and gist episodic memory representations.,"Greene, Nathaniel R.; Naveh-Benjamin, Moshe",3292-3292-3299,Brief Reports,https://doi.org/10.1037/xge0001448,https://psycnet.apa.orgxge/152/11/3292.pdf
Journal of Experimental Psychology: General,152,11,2023,When does intent matter for memory? Bridging perspectives with Craik.,"Dames, Hannah; Popov, Vencislav",3300-3300-3309,Reply,https://doi.org/10.1037/xge0001486,https://psycnet.apa.orgxge/152/11/3300.pdf
Journal of Experimental Psychology: General,152,12,2023,Awareness of implicit attitudes: Large-scale investigations of mechanism and scope.,"Morris, Adam; Kurdi, Benedek",3311-3311-3343,Articles,https://doi.org/10.1037/xge0001464,https://psycnet.apa.orgxge/152/12/3311.pdf
Journal of Experimental Psychology: General,152,12,2023,Exposure to robot preachers undermines religious commitment.,"Jackson, Joshua Conrad; Yam, Kai Chi; Tang, Pok Man; Liu, Ting; Shariff, Azim",3344-3344-3358,Articles,https://doi.org/10.1037/xge0001443,https://psycnet.apa.orgxge/152/12/3344.pdf
Journal of Experimental Psychology: General,152,12,2023,The moral consequences of teleological beliefs about the human species.,"Lewry, Casey; Kelemen, Deborah; Lombrozo, Tania",3359-3359-3379,Articles,https://doi.org/10.1037/xge0001446,https://psycnet.apa.orgxge/152/12/3359.pdf
Journal of Experimental Psychology: General,152,12,2023,Human shape representations are not an emergent property of learning to classify objects.,"Malhotra, Gaurav; Dujmović, Marin; Hummel, John; Bowers, Jeffrey S.",3380-3380-3402,Articles,https://doi.org/10.1037/xge0001440,https://psycnet.apa.orgxge/152/12/3380.pdf
Journal of Experimental Psychology: General,152,12,2023,When do we become more distractible? Progressive evolution of different components of distractibility from early to late adulthood.,"Hoyer, Roxane S.; Abdoun, Oussama; Riedinger, Mégane; Bouet, Romain; Elshafei, Alma; Bidet-Caulet, Aurélie",3403-3403-3417,Articles,https://doi.org/10.1037/xge0001458,https://psycnet.apa.orgxge/152/12/3403.pdf
Journal of Experimental Psychology: General,152,12,2023,Body appearance values modulate risk aversion in eating restriction.,"Jenkinson, Paul Mark; Koukoutsakis, Athanasios; Panagiotopoulou, Elena; Vagnoni, Eleonora; Demartini, Benedetta; Nistico, Veronica; Gambini, Orsola; Christakou, Anastasia; Fotopoulou, Aikaterini",3418-3418-3432,Articles,https://doi.org/10.1037/xge0001445,https://psycnet.apa.orgxge/152/12/3418.pdf
Journal of Experimental Psychology: General,152,12,2023,Gravitational and retinal reference frames shape spatial memory.,"Tucciarelli, Raffaele; Ferrè, Elisa R.; Amoruso, Elena; Azañón, Elena; Longo, Matthew R.",3433-3433-3439,Articles,https://doi.org/10.1037/xge0001441,https://psycnet.apa.orgxge/152/12/3433.pdf
Journal of Experimental Psychology: General,152,12,2023,Policy abstraction as a predictor of cognitive effort avoidance.,"Sayalı, Ceyda; Rubin-McGregor, Jordan; Badre, David",3440-3440-3458,Articles,https://doi.org/10.1037/xge0001449,https://psycnet.apa.orgxge/152/12/3440.pdf
Journal of Experimental Psychology: General,152,12,2023,False memories for ending of events.,"Raykov, Petar P.; Varga, Dominika; Bird, Chris M.",3459-3459-3475,Articles,https://doi.org/10.1037/xge0001462,https://psycnet.apa.orgxge/152/12/3459.pdf
Journal of Experimental Psychology: General,152,12,2023,Speech motor adaptation during synchronous and metronome-timed speech.,"Bradshaw, Abigail R.; Lametti, Daniel R.; Shiller, Douglas M.; Jasmin, Kyle; Huang, Ruiling; McGettigan, Carolyn",3476-3476-3489,Articles,https://doi.org/10.1037/xge0001459,https://psycnet.apa.orgxge/152/12/3476.pdf
Journal of Experimental Psychology: General,152,12,2023,The contingent reputational benefits of selective exposure to partisan information.,"Moore, Molly; Dorison, Charles A.; Minson, Julia A.",3490-3490-3525,Articles,https://doi.org/10.1037/xge0001463,https://psycnet.apa.orgxge/152/12/3490.pdf
Journal of Experimental Psychology: General,152,12,2023,Effects of matching personal and organizational mindsets on belonging and organizational interest.,"Wallace, Laura E.; LaCosse, Jennifer A.; Murphy, Mary C.; Hernandez-Colmenares, Ariana; Edwards, Lauren J.; Fujita, Kentaro",3526-3526-3545,Articles,https://doi.org/10.1037/xge0001465,https://psycnet.apa.orgxge/152/12/3526.pdf
Journal of Experimental Psychology: General,152,12,2023,Changing the culture of peer review for a more inclusive and equitable psychological science.,"Aly, Mariam; Colunga, Eliana; Crockett, M. J.; Goldrick, Matthew; Gomez, Pablo; Kung, Franki Y. H.; McKee, Paul C.; Pérez, Miriam; Stilwell, Sarah M.; Diekman, Amanda B.",3546-3546-3565,Articles,https://doi.org/10.1037/xge0001461,https://psycnet.apa.orgxge/152/12/3546.pdf
Journal of Experimental Psychology: General,152,12,2023,Emotion from the sound of a word: Statistical relationships between surface form and valence of English words influence lexical access and memory.,"de Zubicaray, Greig I.; McMahon, Katie L.; Arciuli, Joanne; Kearney, Elaine; Guenther, Frank H.",3566-3566-3593,Articles,https://doi.org/10.1037/xge0001477,https://psycnet.apa.orgxge/152/12/3566.pdf
Journal of Experimental Psychology: General,152,12,2023,Habits are not goal-dependent: Commentary on Buabang et al. (2023).,"Wood, Wendy; Mazar, Asaf",3594-3594-3598,Commentary,https://doi.org/10.1037/xge0001502,https://psycnet.apa.orgxge/152/12/3594.pdf
Journal of Experimental Psychology: General,152,12,2023,"Daly and colleagues have overestimated the magnitude of the “Cinderella effect” in lethal child abuse, and underestimated the role of confounding variables in its explanation: A reply to Daly (2022).","Nobes, Gavin",3599-3599-3604,Reply,https://doi.org/10.1037/xge0001501,https://psycnet.apa.orgxge/152/12/3599.pdf
Journal of Experimental Psychology: General,153,1,2024,Checking gender bias: Parents and mentors perceive less chess potential in girls.,"Arnold, Sophie H.; Bailey, April H.; Ma, Wei Ji; Shahade, Jennifer; Cimpian, Andrei",1-1-14,Articles,https://doi.org/10.1037/xge0001466,https://psycnet.apa.orgxge/153/1/1.pdf
